Brand,Product_Name,Door_Category,Material,Door_Type,Application,Size,Quality_Level,Quality_Score,Unit,Quantity_Rule,Rule_Value,Required_For,Optional,Price_EGP,Category,Subcategory,Grade,Quality_Price_Band,Estimated_Quantity,Estimated_Total_Cost,Finishing_Category
Security Doors,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Low,7.2,Piece,Per_Room,1,Bedroom,False,5217,Doors,Interior,Not Applicable,Low: <= 5307,1,5217,Doors
WPC Brand,Armored Security Door,Entrance,Steel,Armored,Main Entrance,100x220 cm,Medium,8.9,Piece,Fixed,1,Apartment,False,9558,Doors,Entrance,Not Applicable,Medium: 5307 - 9745,1,9558,Doors
AluDoor,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Medium,7.4,Piece,Per_Balcony,1,Balcony,False,6901,Doors,Balcony,Not Applicable,Medium: 5307 - 9745,1,6901,Doors
DoorTech,Armored Security Door,Entrance,Steel,Armored,Main Entrance,100x220 cm,High,8.9,Piece,Fixed,1,Apartment,False,12449,Doors,Entrance,Not Applicable,High: > 9745,1,12449,Doors
WPC Brand,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Low,7.2,Piece,Per_Room,1,Bedroom,False,4591,Doors,Interior,Not Applicable,Low: <= 5307,1,4591,Doors
DoorTech,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Medium,7.4,Piece,Per_Balcony,1,Balcony,False,7096,Doors,Balcony,Not Applicable,Medium: 5307 - 9745,1,7096,Doors
DoorTech,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Low,7.4,Piece,Per_Balcony,1,Balcony,False,4508,Doors,Balcony,Not Applicable,Low: <= 5307,1,4508,Doors
Security Doors,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Low,7.2,Piece,Per_Room,1,Bedroom,False,4455,Doors,Interior,Not Applicable,Low: <= 5307,1,4455,Doors
WoodCraft,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Medium,7.4,Piece,Per_Balcony,1,Balcony,False,5555,Doors,Balcony,Not Applicable,Medium: 5307 - 9745,1,5555,Doors
AluDoor,Armored Security Door,Entrance,Steel,Armored,Main Entrance,100x220 cm,High,8.9,Piece,Fixed,1,Apartment,False,10157,Doors,Entrance,Not Applicable,High: > 9745,1,10157,Doors
AluDoor,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Low,7.2,Piece,Per_Room,1,Bedroom,False,4201,Doors,Interior,Not Applicable,Low: <= 5307,1,4201,Doors
DoorTech,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Low,7.4,Piece,Per_Balcony,1,Balcony,False,4705,Doors,Balcony,Not Applicable,Low: <= 5307,1,4705,Doors
WPC Brand,Armored Security Door,Entrance,Steel,Armored,Main Entrance,100x220 cm,High,8.9,Piece,Fixed,1,Apartment,False,13427,Doors,Entrance,Not Applicable,High: > 9745,1,13427,Doors
Security Doors,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Low,7.2,Piece,Per_Room,1,Bedroom,False,3445,Doors,Interior,Not Applicable,Low: <= 5307,1,3445,Doors
DoorTech,Armored Security Door,Entrance,Steel,Armored,Main Entrance,100x220 cm,High,8.9,Piece,Fixed,1,Apartment,False,11189,Doors,Entrance,Not Applicable,High: > 9745,1,11189,Doors
DoorTech,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Medium,7.4,Piece,Per_Balcony,1,Balcony,False,5765,Doors,Balcony,Not Applicable,Medium: 5307 - 9745,1,5765,Doors
AluDoor,Armored Security Door,Entrance,Steel,Armored,Main Entrance,100x220 cm,High,8.9,Piece,Fixed,1,Apartment,False,10686,Doors,Entrance,Not Applicable,High: > 9745,1,10686,Doors
WPC Brand,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Low,7.2,Piece,Per_Room,1,Bedroom,False,4281,Doors,Interior,Not Applicable,Low: <= 5307,1,4281,Doors
WPC Brand,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Low,7.2,Piece,Per_Room,1,Bedroom,False,4839,Doors,Interior,Not Applicable,Low: <= 5307,1,4839,Doors
DoorTech,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Medium,7.4,Piece,Per_Balcony,1,Balcony,False,5517,Doors,Balcony,Not Applicable,Medium: 5307 - 9745,1,5517,Doors
DoorTech,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Medium,7.4,Piece,Per_Balcony,1,Balcony,False,5356,Doors,Balcony,Not Applicable,Medium: 5307 - 9745,1,5356,Doors
Security Doors,Armored Security Door,Entrance,Steel,Armored,Main Entrance,100x220 cm,High,8.9,Piece,Fixed,1,Apartment,False,10848,Doors,Entrance,Not Applicable,High: > 9745,1,10848,Doors
AluDoor,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Low,7.2,Piece,Per_Room,1,Bedroom,False,4400,Doors,Interior,Not Applicable,Low: <= 5307,1,4400,Doors
AluDoor,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Low,7.4,Piece,Per_Balcony,1,Balcony,False,4506,Doors,Balcony,Not Applicable,Low: <= 5307,1,4506,Doors
Security Doors,Armored Security Door,Entrance,Steel,Armored,Main Entrance,100x220 cm,High,8.9,Piece,Fixed,1,Apartment,False,13935,Doors,Entrance,Not Applicable,High: > 9745,1,13935,Doors
WoodCraft,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Medium,7.4,Piece,Per_Balcony,1,Balcony,False,5603,Doors,Balcony,Not Applicable,Medium: 5307 - 9745,1,5603,Doors
WPC Brand,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Low,7.2,Piece,Per_Room,1,Bedroom,False,4038,Doors,Interior,Not Applicable,Low: <= 5307,1,4038,Doors
Security Doors,Armored Security Door,Entrance,Steel,Armored,Main Entrance,100x220 cm,High,8.9,Piece,Fixed,1,Apartment,False,11889,Doors,Entrance,Not Applicable,High: > 9745,1,11889,Doors
DoorTech,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Medium,7.4,Piece,Per_Balcony,1,Balcony,False,5632,Doors,Balcony,Not Applicable,Medium: 5307 - 9745,1,5632,Doors
AluDoor,Armored Security Door,Entrance,Steel,Armored,Main Entrance,100x220 cm,High,8.9,Piece,Fixed,1,Apartment,False,10411,Doors,Entrance,Not Applicable,High: > 9745,1,10411,Doors
Security Doors,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Low,7.2,Piece,Per_Room,1,Bedroom,False,5265,Doors,Interior,Not Applicable,Low: <= 5307,1,5265,Doors
WPC Brand,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Medium,7.4,Piece,Per_Balcony,1,Balcony,False,5929,Doors,Balcony,Not Applicable,Medium: 5307 - 9745,1,5929,Doors
WPC Brand,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Medium,7.2,Piece,Per_Room,1,Bedroom,False,5407,Doors,Interior,Not Applicable,Medium: 5307 - 9745,1,5407,Doors
WoodCraft,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Low,7.2,Piece,Per_Room,1,Bedroom,False,4961,Doors,Interior,Not Applicable,Low: <= 5307,1,4961,Doors
WoodCraft,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Low,7.2,Piece,Per_Room,1,Bedroom,False,3328,Doors,Interior,Not Applicable,Low: <= 5307,1,3328,Doors
WPC Brand,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Medium,7.4,Piece,Per_Balcony,1,Balcony,False,6859,Doors,Balcony,Not Applicable,Medium: 5307 - 9745,1,6859,Doors
AluDoor,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Low,7.4,Piece,Per_Balcony,1,Balcony,False,4504,Doors,Balcony,Not Applicable,Low: <= 5307,1,4504,Doors
DoorTech,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Low,7.2,Piece,Per_Room,1,Bedroom,False,4075,Doors,Interior,Not Applicable,Low: <= 5307,1,4075,Doors
AluDoor,Armored Security Door,Entrance,Steel,Armored,Main Entrance,100x220 cm,High,8.9,Piece,Fixed,1,Apartment,False,9939,Doors,Entrance,Not Applicable,High: > 9745,1,9939,Doors
AluDoor,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Medium,7.2,Piece,Per_Room,1,Bedroom,False,5507,Doors,Interior,Not Applicable,Medium: 5307 - 9745,1,5507,Doors
WoodCraft,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Low,7.2,Piece,Per_Room,1,Bedroom,False,5004,Doors,Interior,Not Applicable,Low: <= 5307,1,5004,Doors
WoodCraft,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Low,7.2,Piece,Per_Room,1,Bedroom,False,3712,Doors,Interior,Not Applicable,Low: <= 5307,1,3712,Doors
WPC Brand,Armored Security Door,Entrance,Steel,Armored,Main Entrance,100x220 cm,High,8.9,Piece,Fixed,1,Apartment,False,14464,Doors,Entrance,Not Applicable,High: > 9745,1,14464,Doors
DoorTech,Armored Security Door,Entrance,Steel,Armored,Main Entrance,100x220 cm,Medium,8.9,Piece,Fixed,1,Apartment,False,9681,Doors,Entrance,Not Applicable,Medium: 5307 - 9745,1,9681,Doors
WPC Brand,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Low,7.4,Piece,Per_Balcony,1,Balcony,False,4959,Doors,Balcony,Not Applicable,Low: <= 5307,1,4959,Doors
WoodCraft,Armored Security Door,Entrance,Steel,Armored,Main Entrance,100x220 cm,High,8.9,Piece,Fixed,1,Apartment,False,11115,Doors,Entrance,Not Applicable,High: > 9745,1,11115,Doors
WPC Brand,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Low,7.2,Piece,Per_Room,1,Bedroom,False,4682,Doors,Interior,Not Applicable,Low: <= 5307,1,4682,Doors
WoodCraft,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Low,7.4,Piece,Per_Balcony,1,Balcony,False,4714,Doors,Balcony,Not Applicable,Low: <= 5307,1,4714,Doors
WoodCraft,Armored Security Door,Entrance,Steel,Armored,Main Entrance,100x220 cm,High,8.9,Piece,Fixed,1,Apartment,False,10878,Doors,Entrance,Not Applicable,High: > 9745,1,10878,Doors
AluDoor,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Medium,7.4,Piece,Per_Balcony,1,Balcony,False,6782,Doors,Balcony,Not Applicable,Medium: 5307 - 9745,1,6782,Doors
Security Doors,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Medium,7.4,Piece,Per_Balcony,1,Balcony,False,5371,Doors,Balcony,Not Applicable,Medium: 5307 - 9745,1,5371,Doors
WoodCraft,Armored Security Door,Entrance,Steel,Armored,Main Entrance,100x220 cm,High,8.9,Piece,Fixed,1,Apartment,False,12900,Doors,Entrance,Not Applicable,High: > 9745,1,12900,Doors
AluDoor,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Low,7.2,Piece,Per_Room,1,Bedroom,False,4115,Doors,Interior,Not Applicable,Low: <= 5307,1,4115,Doors
Security Doors,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Low,7.2,Piece,Per_Room,1,Bedroom,False,5019,Doors,Interior,Not Applicable,Low: <= 5307,1,5019,Doors
WPC Brand,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Medium,7.4,Piece,Per_Balcony,1,Balcony,False,6925,Doors,Balcony,Not Applicable,Medium: 5307 - 9745,1,6925,Doors
WPC Brand,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Medium,7.4,Piece,Per_Balcony,1,Balcony,False,6543,Doors,Balcony,Not Applicable,Medium: 5307 - 9745,1,6543,Doors
DoorTech,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Medium,7.4,Piece,Per_Balcony,1,Balcony,False,6676,Doors,Balcony,Not Applicable,Medium: 5307 - 9745,1,6676,Doors
Security Doors,Armored Security Door,Entrance,Steel,Armored,Main Entrance,100x220 cm,High,8.9,Piece,Fixed,1,Apartment,False,13086,Doors,Entrance,Not Applicable,High: > 9745,1,13086,Doors
Security Doors,Armored Security Door,Entrance,Steel,Armored,Main Entrance,100x220 cm,High,8.9,Piece,Fixed,1,Apartment,False,12564,Doors,Entrance,Not Applicable,High: > 9745,1,12564,Doors
Security Doors,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Low,7.2,Piece,Per_Room,1,Bedroom,False,3749,Doors,Interior,Not Applicable,Low: <= 5307,1,3749,Doors
WoodCraft,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Low,7.2,Piece,Per_Room,1,Bedroom,False,4261,Doors,Interior,Not Applicable,Low: <= 5307,1,4261,Doors
AluDoor,Armored Security Door,Entrance,Steel,Armored,Main Entrance,100x220 cm,High,8.9,Piece,Fixed,1,Apartment,False,10899,Doors,Entrance,Not Applicable,High: > 9745,1,10899,Doors
WPC Brand,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Low,7.2,Piece,Per_Room,1,Bedroom,False,3990,Doors,Interior,Not Applicable,Low: <= 5307,1,3990,Doors
WoodCraft,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Medium,7.4,Piece,Per_Balcony,1,Balcony,False,5431,Doors,Balcony,Not Applicable,Medium: 5307 - 9745,1,5431,Doors
WPC Brand,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Medium,7.2,Piece,Per_Room,1,Bedroom,False,5481,Doors,Interior,Not Applicable,Medium: 5307 - 9745,1,5481,Doors
DoorTech,Armored Security Door,Entrance,Steel,Armored,Main Entrance,100x220 cm,High,8.9,Piece,Fixed,1,Apartment,False,10876,Doors,Entrance,Not Applicable,High: > 9745,1,10876,Doors
DoorTech,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Low,7.4,Piece,Per_Balcony,1,Balcony,False,5120,Doors,Balcony,Not Applicable,Low: <= 5307,1,5120,Doors
AluDoor,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Low,7.2,Piece,Per_Room,1,Bedroom,False,5183,Doors,Interior,Not Applicable,Low: <= 5307,1,5183,Doors
Security Doors,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Low,7.4,Piece,Per_Balcony,1,Balcony,False,4806,Doors,Balcony,Not Applicable,Low: <= 5307,1,4806,Doors
WoodCraft,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Medium,7.4,Piece,Per_Balcony,1,Balcony,False,6583,Doors,Balcony,Not Applicable,Medium: 5307 - 9745,1,6583,Doors
WoodCraft,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Low,7.2,Piece,Per_Room,1,Bedroom,False,3905,Doors,Interior,Not Applicable,Low: <= 5307,1,3905,Doors
Security Doors,Armored Security Door,Entrance,Steel,Armored,Main Entrance,100x220 cm,High,8.9,Piece,Fixed,1,Apartment,False,12205,Doors,Entrance,Not Applicable,High: > 9745,1,12205,Doors
WoodCraft,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Low,7.2,Piece,Per_Room,1,Bedroom,False,3848,Doors,Interior,Not Applicable,Low: <= 5307,1,3848,Doors
WPC Brand,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Low,7.2,Piece,Per_Room,1,Bedroom,False,4329,Doors,Interior,Not Applicable,Low: <= 5307,1,4329,Doors
WPC Brand,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Medium,7.4,Piece,Per_Balcony,1,Balcony,False,7417,Doors,Balcony,Not Applicable,Medium: 5307 - 9745,1,7417,Doors
WoodCraft,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Low,7.2,Piece,Per_Room,1,Bedroom,False,4451,Doors,Interior,Not Applicable,Low: <= 5307,1,4451,Doors
Security Doors,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Medium,7.4,Piece,Per_Balcony,1,Balcony,False,6632,Doors,Balcony,Not Applicable,Medium: 5307 - 9745,1,6632,Doors
WoodCraft,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Low,7.2,Piece,Per_Room,1,Bedroom,False,4501,Doors,Interior,Not Applicable,Low: <= 5307,1,4501,Doors
Security Doors,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Low,7.4,Piece,Per_Balcony,1,Balcony,False,4981,Doors,Balcony,Not Applicable,Low: <= 5307,1,4981,Doors
AluDoor,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Low,7.2,Piece,Per_Room,1,Bedroom,False,5264,Doors,Interior,Not Applicable,Low: <= 5307,1,5264,Doors
WoodCraft,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Low,7.2,Piece,Per_Room,1,Bedroom,False,4370,Doors,Interior,Not Applicable,Low: <= 5307,1,4370,Doors
AluDoor,Armored Security Door,Entrance,Steel,Armored,Main Entrance,100x220 cm,High,8.9,Piece,Fixed,1,Apartment,False,11416,Doors,Entrance,Not Applicable,High: > 9745,1,11416,Doors
WoodCraft,Armored Security Door,Entrance,Steel,Armored,Main Entrance,100x220 cm,High,8.9,Piece,Fixed,1,Apartment,False,14281,Doors,Entrance,Not Applicable,High: > 9745,1,14281,Doors
AluDoor,Armored Security Door,Entrance,Steel,Armored,Main Entrance,100x220 cm,High,8.9,Piece,Fixed,1,Apartment,False,10214,Doors,Entrance,Not Applicable,High: > 9745,1,10214,Doors
DoorTech,Armored Security Door,Entrance,Steel,Armored,Main Entrance,100x220 cm,High,8.9,Piece,Fixed,1,Apartment,False,10408,Doors,Entrance,Not Applicable,High: > 9745,1,10408,Doors
DoorTech,Armored Security Door,Entrance,Steel,Armored,Main Entrance,100x220 cm,High,8.9,Piece,Fixed,1,Apartment,False,10809,Doors,Entrance,Not Applicable,High: > 9745,1,10809,Doors
DoorTech,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Medium,7.4,Piece,Per_Balcony,1,Balcony,False,6983,Doors,Balcony,Not Applicable,Medium: 5307 - 9745,1,6983,Doors
WoodCraft,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Medium,7.4,Piece,Per_Balcony,1,Balcony,False,7333,Doors,Balcony,Not Applicable,Medium: 5307 - 9745,1,7333,Doors
AluDoor,Armored Security Door,Entrance,Steel,Armored,Main Entrance,100x220 cm,High,8.9,Piece,Fixed,1,Apartment,False,11066,Doors,Entrance,Not Applicable,High: > 9745,1,11066,Doors
WPC Brand,Armored Security Door,Entrance,Steel,Armored,Main Entrance,100x220 cm,High,8.9,Piece,Fixed,1,Apartment,False,14009,Doors,Entrance,Not Applicable,High: > 9745,1,14009,Doors
DoorTech,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Medium,7.4,Piece,Per_Balcony,1,Balcony,False,5641,Doors,Balcony,Not Applicable,Medium: 5307 - 9745,1,5641,Doors
DoorTech,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Medium,7.2,Piece,Per_Room,1,Bedroom,False,5339,Doors,Interior,Not Applicable,Medium: 5307 - 9745,1,5339,Doors
WoodCraft,Armored Security Door,Entrance,Steel,Armored,Main Entrance,100x220 cm,High,8.9,Piece,Fixed,1,Apartment,False,13182,Doors,Entrance,Not Applicable,High: > 9745,1,13182,Doors
WoodCraft,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Low,7.2,Piece,Per_Room,1,Bedroom,False,4489,Doors,Interior,Not Applicable,Low: <= 5307,1,4489,Doors
WPC Brand,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Medium,7.4,Piece,Per_Balcony,1,Balcony,False,5514,Doors,Balcony,Not Applicable,Medium: 5307 - 9745,1,5514,Doors
AluDoor,Armored Security Door,Entrance,Steel,Armored,Main Entrance,100x220 cm,High,8.9,Piece,Fixed,1,Apartment,False,11339,Doors,Entrance,Not Applicable,High: > 9745,1,11339,Doors
Security Doors,Armored Security Door,Entrance,Steel,Armored,Main Entrance,100x220 cm,High,8.9,Piece,Fixed,1,Apartment,False,12658,Doors,Entrance,Not Applicable,High: > 9745,1,12658,Doors
DoorTech,Armored Security Door,Entrance,Steel,Armored,Main Entrance,100x220 cm,High,8.9,Piece,Fixed,1,Apartment,False,10749,Doors,Entrance,Not Applicable,High: > 9745,1,10749,Doors
DoorTech,Armored Security Door,Entrance,Steel,Armored,Main Entrance,100x220 cm,High,8.9,Piece,Fixed,1,Apartment,False,13696,Doors,Entrance,Not Applicable,High: > 9745,1,13696,Doors
AluDoor,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Low,7.2,Piece,Per_Room,1,Bedroom,False,3342,Doors,Interior,Not Applicable,Low: <= 5307,1,3342,Doors
WoodCraft,Armored Security Door,Entrance,Steel,Armored,Main Entrance,100x220 cm,High,8.9,Piece,Fixed,1,Apartment,False,13393,Doors,Entrance,Not Applicable,High: > 9745,1,13393,Doors
Security Doors,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Medium,7.4,Piece,Per_Balcony,1,Balcony,False,7405,Doors,Balcony,Not Applicable,Medium: 5307 - 9745,1,7405,Doors
DoorTech,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Medium,7.4,Piece,Per_Balcony,1,Balcony,False,6991,Doors,Balcony,Not Applicable,Medium: 5307 - 9745,1,6991,Doors
Security Doors,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Medium,7.4,Piece,Per_Balcony,1,Balcony,False,5622,Doors,Balcony,Not Applicable,Medium: 5307 - 9745,1,5622,Doors
WoodCraft,Armored Security Door,Entrance,Steel,Armored,Main Entrance,100x220 cm,High,8.9,Piece,Fixed,1,Apartment,False,12245,Doors,Entrance,Not Applicable,High: > 9745,1,12245,Doors
DoorTech,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Medium,7.4,Piece,Per_Balcony,1,Balcony,False,5502,Doors,Balcony,Not Applicable,Medium: 5307 - 9745,1,5502,Doors
WoodCraft,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Medium,7.4,Piece,Per_Balcony,1,Balcony,False,6520,Doors,Balcony,Not Applicable,Medium: 5307 - 9745,1,6520,Doors
DoorTech,Armored Security Door,Entrance,Steel,Armored,Main Entrance,100x220 cm,High,8.9,Piece,Fixed,1,Apartment,False,10710,Doors,Entrance,Not Applicable,High: > 9745,1,10710,Doors
DoorTech,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Low,7.2,Piece,Per_Room,1,Bedroom,False,3850,Doors,Interior,Not Applicable,Low: <= 5307,1,3850,Doors
AluDoor,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Low,7.2,Piece,Per_Room,1,Bedroom,False,4024,Doors,Interior,Not Applicable,Low: <= 5307,1,4024,Doors
AluDoor,Armored Security Door,Entrance,Steel,Armored,Main Entrance,100x220 cm,High,8.9,Piece,Fixed,1,Apartment,False,14472,Doors,Entrance,Not Applicable,High: > 9745,1,14472,Doors
DoorTech,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Medium,7.4,Piece,Per_Balcony,1,Balcony,False,5350,Doors,Balcony,Not Applicable,Medium: 5307 - 9745,1,5350,Doors
WoodCraft,Armored Security Door,Entrance,Steel,Armored,Main Entrance,100x220 cm,High,8.9,Piece,Fixed,1,Apartment,False,11727,Doors,Entrance,Not Applicable,High: > 9745,1,11727,Doors
DoorTech,Armored Security Door,Entrance,Steel,Armored,Main Entrance,100x220 cm,Medium,8.9,Piece,Fixed,1,Apartment,False,9725,Doors,Entrance,Not Applicable,Medium: 5307 - 9745,1,9725,Doors
WoodCraft,Armored Security Door,Entrance,Steel,Armored,Main Entrance,100x220 cm,High,8.9,Piece,Fixed,1,Apartment,False,10341,Doors,Entrance,Not Applicable,High: > 9745,1,10341,Doors
DoorTech,Armored Security Door,Entrance,Steel,Armored,Main Entrance,100x220 cm,High,8.9,Piece,Fixed,1,Apartment,False,13819,Doors,Entrance,Not Applicable,High: > 9745,1,13819,Doors
WoodCraft,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Low,7.2,Piece,Per_Room,1,Bedroom,False,3263,Doors,Interior,Not Applicable,Low: <= 5307,1,3263,Doors
WPC Brand,Armored Security Door,Entrance,Steel,Armored,Main Entrance,100x220 cm,High,8.9,Piece,Fixed,1,Apartment,False,11142,Doors,Entrance,Not Applicable,High: > 9745,1,11142,Doors
WoodCraft,Armored Security Door,Entrance,Steel,Armored,Main Entrance,100x220 cm,High,8.9,Piece,Fixed,1,Apartment,False,11483,Doors,Entrance,Not Applicable,High: > 9745,1,11483,Doors
DoorTech,Armored Security Door,Entrance,Steel,Armored,Main Entrance,100x220 cm,High,8.9,Piece,Fixed,1,Apartment,False,10989,Doors,Entrance,Not Applicable,High: > 9745,1,10989,Doors
WoodCraft,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Low,7.2,Piece,Per_Room,1,Bedroom,False,5040,Doors,Interior,Not Applicable,Low: <= 5307,1,5040,Doors
WPC Brand,Armored Security Door,Entrance,Steel,Armored,Main Entrance,100x220 cm,High,8.9,Piece,Fixed,1,Apartment,False,10648,Doors,Entrance,Not Applicable,High: > 9745,1,10648,Doors
DoorTech,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Medium,7.4,Piece,Per_Balcony,1,Balcony,False,6444,Doors,Balcony,Not Applicable,Medium: 5307 - 9745,1,6444,Doors
WPC Brand,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Medium,7.4,Piece,Per_Balcony,1,Balcony,False,5715,Doors,Balcony,Not Applicable,Medium: 5307 - 9745,1,5715,Doors
