Apartment_Area_m2,Rooms,Bathrooms,Master_Bathrooms,Balconies,Receptions,Finishing_Level,Ceilings_Quality,Doors_Quality,Electrical_Basic_Quality,Electrical_Finishing_Quality,Flooring_Quality,Paints_Quality,Plumbing_Quality,Sanitary_Quality,Include_Reception_Ceiling_Upgrade,Include_Reception_Chandelier,Include_Master_Bathroom_Upgrade,Plumbing_System,Total_Finishing_Cost_EGP
97.3,2,1,1,1,1,Low,Low,Low,Medium,Low,Low,Low,Medium,Low,0,0,0,PVC Pipes,159915.61
161.8,4,1,1,3,1,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,High,1,0,0,PVC Pipes,320748.12
173.8,4,1,1,2,1,Low,Medium,Medium,Medium,Low,Low,Medium,Low,Medium,0,0,0,PPR Pipes,286656.4
69.6,2,1,1,1,1,High,High,High,High,High,Medium,High,High,High,1,1,1,PVC Pipes,176210.44
91.8,2,1,1,1,1,Low,Low,Low,Medium,Low,Low,Low,Low,Low,1,0,0,PPR Pipes,180797.31
82.5,2,1,1,1,1,Low,Low,Medium,Low,Low,Low,Low,Medium,Low,0,0,0,PVC Pipes,146552.53
102.3,2,1,1,1,1,High,High,High,High,Medium,High,High,High,High,0,1,1,PVC Pipes,210058.74
71.4,2,1,1,0,1,Medium,Medium,Low,Medium,Medium,Low,High,Medium,Medium,1,0,0,PVC Pipes,154034.26
160.3,4,2,1,3,1,Medium,Medium,High,Medium,Medium,High,Medium,Medium,Medium,1,1,1,PVC Pipes,349339.38
74.2,2,1,1,1,1,Low,Medium,Low,Low,Low,Low,Medium,Low,Medium,0,1,0,PPR Pipes,149547.02
141.8,3,2,1,3,1,High,High,High,High,Medium,High,High,High,High,1,1,1,PVC Pipes,358435.27
195.8,5,2,1,3,1,High,Medium,High,Medium,Medium,High,High,High,High,1,1,1,PVC Pipes,448913.55
69.0,2,1,1,0,1,Low,Low,Medium,Low,Low,Low,Low,Low,Low,0,0,0,PPR Pipes,127015.49
165.1,4,2,1,1,1,Low,Low,Low,Low,Medium,Low,Medium,Low,Low,0,0,0,PPR Pipes,288880.92
138.4,4,2,1,2,1,High,Medium,Medium,High,High,High,High,High,Medium,1,1,1,PVC Pipes,319523.32
89.7,2,1,1,1,1,Medium,Medium,Medium,Medium,Medium,Low,Medium,Low,Medium,1,0,1,PPR Pipes,195778.75
118.5,3,1,1,2,1,Medium,Medium,High,Medium,Medium,Low,Medium,Medium,Medium,0,1,1,PVC Pipes,230254.42
142.6,4,2,1,2,1,Medium,Low,Medium,Medium,Medium,Medium,Medium,Medium,Medium,0,1,1,PVC Pipes,290721.09
118.8,3,2,1,0,1,Low,Medium,Low,Low,Low,Medium,Medium,Low,Medium,0,0,0,PPR Pipes,233607.18
104.0,3,1,1,1,1,Low,Medium,Low,Low,Low,Low,Low,Medium,Low,0,0,0,PVC Pipes,173359.49
109.9,2,1,1,1,1,Medium,Medium,Low,Medium,Medium,Medium,Medium,Medium,High,1,0,1,PVC Pipes,237812.71
127.3,3,2,1,0,1,High,High,Medium,High,Medium,Medium,High,Medium,High,1,1,1,PVC Pipes,297441.32
95.9,2,1,1,0,1,High,Medium,High,High,Medium,High,High,High,Medium,1,1,1,PVC Pipes,212907.42
110.4,2,1,1,2,1,Medium,Medium,Low,Medium,Medium,Medium,Low,Low,Medium,0,0,1,PPR Pipes,201829.8
86.1,2,1,1,1,1,High,High,High,High,Medium,Medium,High,High,High,1,0,1,PVC Pipes,210452.61
86.1,2,1,1,1,1,Low,Medium,Low,Medium,Medium,Low,Medium,Low,Low,0,0,0,PPR Pipes,157392.5
124.2,3,2,1,3,1,High,High,High,High,Medium,Medium,High,High,High,1,1,1,PVC Pipes,326613.8
79.2,2,1,1,0,1,Medium,High,Medium,Medium,Medium,Medium,High,High,High,1,1,0,PVC Pipes,179102.89
118.5,3,1,1,0,1,High,Medium,Medium,Medium,High,High,Medium,Medium,Medium,1,1,1,PVC Pipes,244418.09
113.4,3,2,1,1,1,Medium,High,Medium,Medium,Low,Medium,High,Medium,Low,1,0,0,PVC Pipes,266473.59
102.9,3,2,1,0,1,High,High,Medium,High,High,High,High,High,High,1,1,1,PVC Pipes,258221.95
105.5,3,1,1,0,1,Medium,High,Medium,High,Medium,Medium,Medium,Medium,Medium,0,1,1,PVC Pipes,202938.69
82.3,2,1,1,2,1,Medium,Medium,Medium,Medium,Low,Medium,Medium,Medium,Medium,0,1,1,PVC Pipes,162259.73
103.3,3,1,1,1,1,Low,Low,Medium,Low,Low,Low,Medium,Low,Low,0,0,0,PPR Pipes,185883.48
162.6,4,2,1,1,1,Low,Low,Medium,Medium,Low,Low,Low,Low,Low,0,0,0,PPR Pipes,280986.76
153.7,4,1,1,2,1,High,Medium,High,Medium,High,High,Medium,High,Medium,0,1,1,PVC Pipes,276777.13
118.3,3,1,1,1,1,Medium,High,Medium,Medium,Medium,Medium,Medium,Medium,Medium,1,0,1,PVC Pipes,260254.77
141.6,3,1,1,2,1,Low,Low,Low,Low,Low,Low,Low,Low,Low,0,0,0,PPR Pipes,229384.79
99.0,3,2,1,0,1,Medium,Medium,Medium,Medium,Low,Medium,Low,Medium,High,0,0,1,PVC Pipes,194088.97
80.6,2,1,1,1,1,Medium,Low,Medium,Medium,Medium,Medium,Medium,High,Medium,1,0,0,PVC Pipes,173522.38
128.9,3,2,1,2,1,High,Medium,High,High,High,Medium,High,High,High,1,1,1,PVC Pipes,309219.94
113.5,3,2,1,0,1,Medium,Medium,Medium,Medium,Medium,Medium,Medium,High,High,1,0,0,PVC Pipes,258702.56
71.4,2,1,1,1,1,Medium,Medium,Low,Medium,Medium,High,Medium,Medium,Medium,1,1,1,PVC Pipes,171570.66
78.9,2,1,1,0,1,Low,Low,Low,Medium,Low,Medium,Medium,Low,Low,0,0,0,PPR Pipes,147940.52
162.3,4,1,1,1,1,High,High,High,High,High,High,Medium,High,Medium,0,1,1,PVC Pipes,306107.22
86.0,2,1,1,0,1,Medium,Medium,Low,Medium,Low,Medium,Medium,High,Medium,0,0,1,PVC Pipes,157427.88
153.3,4,2,1,3,1,Low,Medium,Low,Low,Low,Low,Low,Medium,Low,0,0,0,PVC Pipes,274684.86
105.6,2,1,1,1,1,Medium,Medium,Medium,Medium,Medium,High,Medium,Medium,Low,0,1,0,PVC Pipes,193678.96
133.5,3,2,1,3,1,Low,Low,Medium,Low,Low,Low,Medium,Low,Low,1,0,1,PPR Pipes,289310.68
73.8,2,1,1,0,1,Low,Low,Low,Medium,Medium,Low,Low,Medium,Low,0,0,0,PVC Pipes,135061.34
152.4,4,1,1,1,1,Medium,Medium,Medium,Medium,High,Medium,Medium,Medium,Medium,0,0,1,PVC Pipes,273890.58
163.0,4,1,1,1,1,Low,Low,Low,Low,Low,Low,Low,Medium,Low,0,0,1,PVC Pipes,270902.5
109.6,3,2,1,0,1,High,Medium,High,High,High,High,Medium,High,High,0,0,0,PVC Pipes,212340.49
169.5,4,2,1,3,1,Low,Low,Low,Low,Low,Low,Medium,Low,Medium,0,0,0,PPR Pipes,305275.17
162.5,4,2,1,2,1,Medium,Medium,Medium,High,Low,Low,Low,Medium,Medium,0,1,1,PVC Pipes,309144.5
126.7,4,1,1,2,1,Low,Low,Medium,Low,Low,Low,Low,Medium,Low,0,0,1,PVC Pipes,235144.78
152.4,4,1,1,2,1,Medium,Medium,Medium,High,Medium,Medium,Low,Medium,Low,1,1,0,PVC Pipes,295177.78
131.0,3,1,1,2,1,Medium,Medium,Medium,High,Low,Medium,Low,High,Medium,1,0,1,PVC Pipes,259806.79
110.1,2,1,1,2,1,Medium,Medium,High,Medium,Medium,Low,Medium,Medium,Medium,1,1,1,PVC Pipes,242423.97
157.4,4,1,1,1,1,High,Medium,Medium,High,Medium,Medium,High,High,Medium,1,1,1,PVC Pipes,342085.34
76.8,1,1,1,1,1,Low,Low,Low,Low,Low,Medium,Medium,Medium,Low,0,0,0,PVC Pipes,137163.69
159.3,4,1,1,2,1,Low,Low,Medium,Low,Low,Medium,Low,Low,Low,1,0,0,PPR Pipes,298789.93
173.6,4,2,1,3,1,High,Medium,High,High,High,High,High,High,High,1,1,1,PVC Pipes,409238.77
147.6,4,2,1,2,1,Low,Medium,Low,Medium,Medium,Medium,Low,Low,Medium,0,0,0,PPR Pipes,274832.93
118.4,3,2,1,2,1,Medium,Medium,Medium,Medium,Medium,Low,Medium,High,High,0,0,1,PVC Pipes,236927.04
119.0,3,1,1,0,1,Low,Low,Low,Low,Low,Medium,Low,Low,Low,0,0,0,PPR Pipes,194095.56
209.5,5,3,1,2,1,High,High,Medium,High,High,High,High,Medium,High,1,1,1,PVC Pipes,488108.01
55.2,1,1,1,2,1,Medium,Medium,Low,Medium,Medium,Medium,High,Medium,Medium,1,1,0,PVC Pipes,139482.95
87.2,2,1,1,1,1,Medium,Low,Medium,Medium,Low,Medium,Medium,Medium,Medium,0,1,0,PVC Pipes,161865.58
146.6,4,2,1,1,1,Low,Medium,Low,Low,Low,Low,Low,Low,Medium,0,0,0,PPR Pipes,266415.62
84.8,2,1,1,1,1,Low,Medium,Low,Medium,Low,Medium,Low,Low,Low,0,0,0,PPR Pipes,160169.39
181.6,4,2,1,2,1,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,0,0,1,PVC Pipes,330083.37
120.3,3,2,1,1,1,High,High,High,High,Medium,Medium,High,High,High,1,1,1,PVC Pipes,296290.99
109.3,2,1,1,1,1,Medium,Low,Medium,Low,Medium,Medium,Low,Medium,Medium,0,0,1,PVC Pipes,189798.68
140.4,4,1,1,2,1,Medium,High,Medium,Medium,Medium,Medium,Medium,High,Medium,1,1,0,PVC Pipes,297034.47
166.6,4,2,1,1,1,Low,Low,Low,Low,Low,Low,Medium,Medium,Low,0,0,1,PVC Pipes,320251.98
108.2,3,1,1,0,1,Medium,Medium,Low,Medium,Medium,Medium,Medium,High,Medium,0,1,0,PVC Pipes,200901.27
100.4,2,1,1,1,1,Medium,High,Medium,Medium,Medium,High,Medium,Medium,Medium,1,1,1,PVC Pipes,225134.22
112.5,3,2,1,1,1,Medium,Medium,Low,Medium,High,Medium,Low,Medium,Medium,1,1,0,PVC Pipes,244254.27
125.7,3,2,1,1,1,Medium,Medium,Medium,Medium,Medium,Medium,Low,Medium,Medium,0,0,0,PVC Pipes,237323.62
128.8,3,1,1,2,1,Medium,Medium,Medium,Low,Medium,Medium,Medium,High,High,1,1,1,PVC Pipes,271509.07
160.7,4,1,1,2,1,Low,Low,Low,Low,Low,Low,Medium,Low,Low,0,0,1,PPR Pipes,281391.01
114.3,3,1,1,1,1,Low,Medium,Medium,Low,Low,Medium,Low,Low,Low,0,0,0,PPR Pipes,210082.2
89.5,2,1,1,2,1,Low,Medium,Low,Low,Low,Low,Low,Low,Low,0,0,0,PPR Pipes,164613.32
79.4,2,1,1,1,1,Medium,Medium,Low,High,Medium,Medium,Medium,Medium,Medium,0,0,0,PVC Pipes,145247.02
151.4,3,1,1,2,1,High,High,Medium,Medium,High,High,High,High,Medium,1,1,1,PVC Pipes,343475.59
144.0,3,2,1,3,1,High,Medium,Medium,High,High,Medium,High,High,Medium,1,0,1,PVC Pipes,347593.92
65.8,1,1,1,0,1,Medium,Medium,Medium,Medium,Medium,Low,Low,Medium,Medium,1,1,0,PVC Pipes,143142.75
131.5,3,1,1,0,1,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,1,0,0,PVC Pipes,261976.7
166.9,4,2,1,2,1,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,1,1,1,PVC Pipes,352883.63
121.2,3,1,1,3,1,Medium,Medium,Medium,Medium,High,Medium,Medium,Medium,Medium,1,0,1,PVC Pipes,256812.94
71.3,1,1,1,0,1,Medium,Low,High,Medium,Medium,Medium,Medium,Medium,High,1,0,0,PVC Pipes,149321.51
174.6,4,2,1,3,1,Medium,High,High,Medium,Low,Medium,Medium,Low,Medium,1,0,1,PPR Pipes,390606.64
92.7,3,2,1,1,1,Medium,High,Medium,Medium,Medium,High,High,Medium,Low,0,1,0,PVC Pipes,202197.26
127.3,3,1,1,1,1,Low,Low,Low,Medium,Medium,Medium,Low,Low,Low,0,0,0,PPR Pipes,225645.94
168.5,4,2,1,1,1,High,High,Medium,High,High,High,High,High,Medium,1,1,1,PVC Pipes,347886.81
121.0,3,1,1,1,1,Medium,Low,High,Medium,High,Medium,Medium,Medium,High,1,0,1,PVC Pipes,239016.26
112.1,3,1,1,1,1,Medium,Medium,High,Medium,Medium,Medium,Medium,Low,Medium,0,1,0,PPR Pipes,214037.55
90.5,2,1,1,1,1,High,High,Medium,High,High,Medium,High,Medium,High,1,1,1,PVC Pipes,223668.37
114.6,3,2,1,2,1,Low,Medium,Low,Low,Low,Low,Low,Low,Low,1,0,0,PPR Pipes,234813.33
132.4,3,2,1,0,1,Medium,Medium,Medium,Medium,High,Medium,High,Medium,Medium,1,0,1,PVC Pipes,287713.45
109.1,3,2,1,2,1,Low,Medium,Low,Low,Low,Low,Low,Low,Medium,1,0,0,PPR Pipes,243468.81
152.7,4,2,1,2,1,Low,Medium,Medium,Low,Low,Low,Medium,Medium,Medium,0,0,0,PVC Pipes,300403.83
84.2,2,1,1,2,1,Medium,Medium,Low,High,Medium,Medium,Medium,Medium,Low,1,0,1,PVC Pipes,182904.78
83.0,2,1,1,1,1,High,High,High,High,High,High,High,High,Medium,1,1,1,PVC Pipes,190998.82
138.7,3,2,1,0,1,High,Medium,High,Medium,High,High,High,Medium,High,1,1,1,PVC Pipes,309530.71
124.8,3,1,1,0,1,Medium,Medium,High,Medium,Low,Medium,Medium,Medium,Medium,1,0,1,PVC Pipes,256859.3
136.5,3,2,1,0,1,Low,Low,Low,Low,Low,Low,Low,Low,Low,0,0,0,PPR Pipes,238320.86
182.0,4,1,1,3,1,Medium,Medium,Medium,Low,Medium,Medium,Medium,Medium,Low,0,0,0,PVC Pipes,336562.84
117.5,3,2,1,2,1,Low,Medium,Low,Medium,Low,Low,Low,Low,Low,0,0,0,PPR Pipes,224371.33
62.9,2,1,1,0,1,Low,Low,Low,Low,Low,Low,Medium,Low,Low,0,0,0,PPR Pipes,119234.66
174.6,4,2,1,1,1,Medium,Medium,Medium,High,Medium,Medium,Medium,High,Medium,0,1,0,PVC Pipes,333652.74
185.8,5,2,1,3,1,Low,Low,Low,Low,Medium,Medium,Low,Low,Low,0,0,1,PPR Pipes,347709.25
204.2,5,3,1,1,2,Medium,Medium,Medium,Medium,Medium,Low,Medium,Medium,Medium,0,0,1,PVC Pipes,379570.61
59.5,2,1,1,0,1,Low,Medium,Low,Low,Medium,Low,Low,Low,Low,0,0,0,PPR Pipes,123373.3
79.0,2,1,1,0,1,Medium,Low,Medium,Low,Medium,Medium,Medium,Medium,High,0,0,0,PVC Pipes,141727.64
140.6,3,2,1,0,1,Medium,Medium,High,Medium,Medium,Medium,Medium,Low,Medium,0,1,1,PPR Pipes,250173.7
150.5,4,1,1,2,1,High,High,High,High,Medium,High,Medium,High,High,1,1,1,PVC Pipes,330925.1
153.2,4,1,1,2,1,Low,Medium,Low,Low,Low,Low,Medium,Low,Low,0,0,0,PPR Pipes,255876.85
162.3,4,2,1,1,1,Low,Low,Low,Low,Low,Low,Low,Low,Low,0,0,0,PPR Pipes,283524.42
137.3,3,2,1,3,1,Medium,Medium,Low,Low,Medium,Medium,Low,Medium,Medium,0,0,1,PVC Pipes,249931.34
74.5,2,1,1,1,1,Low,Medium,Low,Low,Low,Low,Low,Medium,Low,0,0,0,PVC Pipes,137159.21
71.0,2,1,1,2,1,High,High,Medium,Medium,High,High,High,High,Medium,0,1,1,PVC Pipes,174197.85
118.4,3,1,1,2,1,Medium,Medium,Low,Medium,Medium,Medium,High,Medium,Medium,0,1,0,PVC Pipes,230977.28
104.6,3,1,1,3,1,Medium,Medium,Medium,Medium,Medium,High,Low,Medium,Medium,0,1,1,PVC Pipes,204958.99
126.9,3,2,1,1,1,Medium,High,Medium,Low,Medium,Low,Medium,Medium,High,1,0,0,PVC Pipes,286743.86
168.7,4,2,1,3,1,High,High,High,High,High,High,High,High,High,1,1,1,PVC Pipes,406670.88
84.3,2,1,1,2,1,Medium,Medium,High,Medium,Medium,Medium,High,High,Medium,1,1,1,PVC Pipes,205761.48
167.7,4,2,1,2,1,Medium,Medium,High,High,Medium,Medium,Medium,Medium,High,1,1,1,PVC Pipes,379493.52
62.5,2,1,1,1,1,Medium,Low,Medium,Low,Medium,Medium,Medium,High,Medium,1,0,1,PVC Pipes,149331.55
167.3,4,2,1,2,1,Low,Low,Low,Medium,Low,Low,Low,Low,Medium,0,0,0,PPR Pipes,292769.61
86.8,2,1,1,0,1,Medium,Medium,Medium,Medium,Medium,Medium,Low,Medium,Low,1,1,0,PVC Pipes,188198.39
109.8,3,2,1,1,1,Medium,Medium,Low,Medium,High,High,Medium,Medium,Medium,0,1,1,PVC Pipes,212645.85
104.0,3,2,1,0,1,Medium,Medium,High,Medium,Medium,High,Medium,Medium,Medium,0,1,1,PVC Pipes,230434.36
50.0,1,1,1,0,1,Low,Low,Low,Medium,Low,Medium,Medium,Low,Medium,0,0,1,PVC Pipes,100697.11
191.1,5,3,1,1,2,High,Medium,High,High,High,High,High,High,Medium,1,1,1,PVC Pipes,455061.43
116.4,3,2,1,0,1,Medium,Medium,High,Medium,Low,Medium,Medium,High,Medium,1,1,1,PVC Pipes,248620.94
78.2,2,1,1,1,1,High,High,High,High,Medium,High,High,Medium,High,1,1,1,PVC Pipes,190069.78
156.2,4,1,1,2,1,Low,Low,Low,Medium,Low,Low,Low,Low,Low,0,0,0,PPR Pipes,259535.31
185.6,4,2,1,1,2,Medium,Medium,Medium,Medium,Low,High,Medium,Medium,Low,0,0,1,PVC Pipes,330776.92
181.2,4,2,1,2,1,High,High,High,Medium,High,High,Medium,High,High,1,1,0,PVC Pipes,411279.66
139.6,4,1,1,1,1,Medium,Medium,Medium,Medium,Low,Medium,Medium,Medium,Low,0,1,1,PVC Pipes,249970.97
104.4,3,2,1,0,1,Medium,Medium,Medium,High,High,High,Medium,High,Medium,1,1,1,PVC Pipes,237593.42
72.6,1,1,1,1,1,Medium,High,High,High,Low,Medium,Medium,Medium,Medium,0,1,0,PVC Pipes,142970.28
108.5,3,2,1,1,1,Low,Low,Low,Low,Low,Low,Medium,Low,Low,0,0,0,PVC Pipes,213991.5
130.0,3,2,1,1,1,Low,Medium,Low,Low,Medium,Low,Medium,Low,Low,0,0,0,PPR Pipes,234220.51
171.1,4,2,1,1,1,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,High,1,1,1,PVC Pipes,364478.26
117.4,3,2,1,2,1,High,High,High,High,High,Medium,High,Medium,Medium,1,0,1,PVC Pipes,298565.44
151.2,4,2,1,1,1,Low,Low,Low,Medium,Low,Medium,Low,Low,Medium,0,0,0,PVC Pipes,256153.78
132.8,3,2,1,1,1,Medium,Medium,Low,Medium,Medium,Medium,Medium,Medium,Low,0,1,0,PVC Pipes,241586.42
113.5,3,2,1,2,1,High,High,High,Medium,High,High,High,Medium,High,1,1,0,PVC Pipes,276852.67
98.6,2,1,1,1,1,High,High,High,High,Medium,High,High,High,High,1,1,0,PVC Pipes,217190.17
129.1,3,1,1,1,1,Medium,Medium,Medium,Medium,Medium,Low,Medium,Low,Medium,1,1,1,PPR Pipes,278481.83
105.6,3,2,1,1,1,Low,Low,Low,Medium,Low,Low,Low,Low,Low,0,0,0,PPR Pipes,207621.77
181.9,4,2,1,2,2,High,High,High,High,High,High,High,Medium,High,1,0,0,PVC Pipes,413713.18
108.0,3,1,1,1,1,Medium,Medium,Medium,High,Medium,Medium,Medium,Medium,Low,0,0,1,PVC Pipes,196534.36
116.6,3,2,1,1,1,Low,Low,Medium,Low,Low,Low,Low,Low,Low,0,0,0,PPR Pipes,228002.44
159.2,4,1,1,3,1,Low,Low,Medium,Low,Low,Low,Low,Low,Low,0,0,0,PPR Pipes,273078.24
157.8,4,1,1,2,1,Low,Low,Low,Low,Low,Low,Low,Low,Low,0,0,0,PPR Pipes,251760.11
175.9,4,1,1,1,1,Medium,High,Medium,Medium,Low,Medium,Medium,Medium,Low,1,0,0,PVC Pipes,360564.64
85.5,2,1,1,1,1,Low,Low,Medium,Medium,Low,Medium,Medium,Low,Medium,0,0,0,PPR Pipes,172557.35
100.8,2,1,1,1,1,Medium,Medium,High,High,Medium,Medium,Medium,Medium,Low,1,0,1,PVC Pipes,213242.56
136.6,3,1,1,1,1,High,High,High,Medium,High,Medium,High,High,High,1,1,1,PVC Pipes,313249.6
104.4,3,2,1,1,1,Medium,Medium,Medium,High,Low,Low,Low,High,Medium,1,1,1,PVC Pipes,238628.29
78.4,2,1,1,1,1,Medium,Low,Medium,Medium,High,Medium,Medium,Low,Low,1,1,1,PPR Pipes,177666.84
50.0,1,1,1,0,1,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Low,Medium,1,0,0,PPR Pipes,115344.75
151.8,4,1,1,1,1,High,Medium,High,High,High,High,High,Medium,High,1,1,0,PVC Pipes,343039.53
69.2,2,1,1,0,1,Medium,Medium,Medium,Medium,Medium,Medium,Low,Medium,Medium,0,0,0,PVC Pipes,132724.2
122.7,3,2,1,1,1,Low,Low,Low,Medium,Low,Low,Medium,Low,Low,0,0,0,PPR Pipes,230509.61
65.6,2,1,1,1,1,High,High,High,Medium,High,High,High,High,Medium,0,1,1,PVC Pipes,152370.38
152.1,4,1,1,2,1,High,High,Medium,Medium,High,Medium,Medium,High,Medium,1,1,0,PVC Pipes,315645.75
97.9,2,1,1,0,1,Medium,Low,Medium,Medium,Medium,High,Medium,Medium,High,1,1,1,PVC Pipes,193013.58
159.8,4,2,1,2,1,Low,Low,Medium,Low,Medium,Low,Medium,Medium,Medium,1,0,0,PVC Pipes,355547.92
92.6,2,1,1,0,1,Medium,Medium,Medium,Medium,Medium,High,Low,Medium,Medium,0,1,1,PVC Pipes,171571.91
94.3,2,1,1,0,1,Medium,Medium,Medium,Medium,Medium,Medium,High,High,Low,0,0,1,PVC Pipes,165875.09
82.7,2,1,1,1,1,Medium,Medium,High,Medium,Medium,Low,Medium,Medium,Medium,0,0,0,PVC Pipes,164111.12
106.6,3,1,1,1,1,Medium,Medium,Medium,Medium,Medium,Medium,High,Medium,Low,1,0,0,PVC Pipes,239446.64
91.6,2,1,1,1,1,Low,Low,Low,Low,Medium,Low,Low,Low,Low,0,0,0,PPR Pipes,159604.26
113.8,2,1,1,1,1,Medium,Medium,Medium,High,Medium,Medium,High,Medium,Medium,1,1,1,PVC Pipes,252279.49
81.4,2,1,1,0,1,Medium,Medium,Medium,Medium,High,Medium,Medium,Medium,Medium,0,1,1,PVC Pipes,166229.86
103.5,3,2,1,1,1,Low,Medium,Low,Low,Low,Low,Medium,Low,Low,0,0,0,PVC Pipes,200536.87
129.1,3,2,1,1,1,Low,Medium,Low,Low,Low,Medium,Low,Low,Medium,0,0,0,PPR Pipes,231396.25
133.0,3,1,1,1,1,Medium,Medium,Medium,Medium,Low,Medium,Medium,Medium,Medium,1,0,0,PVC Pipes,276429.73
167.5,4,2,1,2,1,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,0,1,0,PVC Pipes,315839.57
143.4,4,2,1,3,1,Medium,Medium,Medium,Low,Medium,Medium,Medium,Medium,Medium,1,1,0,PVC Pipes,320692.4
83.4,2,1,1,2,1,Low,Low,Medium,Low,Medium,Low,Low,Medium,Low,0,0,0,PVC Pipes,164561.7
83.8,3,1,1,3,1,Low,Low,Medium,Low,Low,Medium,Medium,Medium,Medium,0,0,0,PVC Pipes,169791.28
134.3,3,2,1,1,1,High,Medium,High,Medium,High,High,High,High,High,1,1,1,PVC Pipes,322417.47
84.9,2,1,1,2,1,Medium,Low,Medium,Medium,Medium,Low,Medium,Medium,Medium,0,1,0,PVC Pipes,166595.78
75.5,2,1,1,1,1,Medium,Medium,Medium,High,Medium,Medium,Medium,Medium,Medium,1,0,0,PVC Pipes,169627.4
87.1,2,1,1,2,1,Low,Low,Low,Low,Low,Medium,Low,Low,Low,0,0,0,PPR Pipes,156923.36
123.4,3,2,1,0,1,Low,Low,Medium,Medium,Medium,Low,Low,Low,Low,0,0,0,PPR Pipes,220623.99
77.1,1,1,1,1,1,Low,Medium,Low,Low,Medium,Low,Medium,Low,Medium,0,0,0,PPR Pipes,141266.07
157.5,4,2,1,2,1,Medium,High,High,Low,Low,Medium,High,Medium,Medium,1,1,1,PVC Pipes,371535.64
108.2,2,1,1,2,1,High,High,Medium,High,High,Medium,High,High,Medium,1,1,1,PVC Pipes,256511.97
72.8,2,1,1,2,1,High,High,High,High,High,High,High,High,High,1,1,1,PVC Pipes,196297.63
68.4,2,1,1,1,1,High,High,High,High,Medium,High,High,High,High,0,1,1,PVC Pipes,159810.6
130.1,3,1,1,3,1,High,High,High,Medium,High,High,High,High,High,1,1,1,PVC Pipes,307972.18
117.6,3,1,1,0,1,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,1,1,0,PVC Pipes,237388.54
130.1,3,2,1,1,1,Low,Low,Low,Low,Low,Low,Medium,Low,Low,1,0,0,PPR Pipes,255040.09
105.8,3,1,1,2,1,High,High,Medium,High,High,High,High,High,High,1,1,1,PVC Pipes,243571.83
126.4,3,2,1,0,1,Medium,High,Medium,Medium,Medium,Low,Medium,Medium,Medium,0,1,1,PVC Pipes,244107.77
121.3,3,2,1,1,1,High,High,Medium,Medium,High,High,High,High,High,0,1,0,PVC Pipes,242657.81
177.2,4,1,1,2,1,Low,Low,Low,Low,Low,Medium,Low,Low,Low,0,0,0,PVC Pipes,263978.41
152.2,4,2,1,2,1,Low,Medium,Low,Low,Low,Medium,Low,Low,Medium,0,0,0,PPR Pipes,273673.12
83.0,2,1,1,1,1,Medium,Low,Medium,Medium,Medium,Low,High,Medium,Medium,0,0,0,PVC Pipes,168799.49
134.7,3,2,1,1,1,High,High,High,Medium,High,High,High,Medium,Medium,1,1,1,PVC Pipes,322903.56
123.7,3,2,1,1,1,High,High,Medium,High,High,High,High,Medium,High,1,1,1,PVC Pipes,317023.63
122.1,3,2,1,1,1,Medium,Medium,Low,Medium,Low,Medium,Medium,Medium,Low,1,1,1,PVC Pipes,265409.28
115.4,3,2,1,2,1,Medium,Medium,Medium,Medium,Medium,Low,Medium,High,Medium,0,0,0,PVC Pipes,219830.27
168.5,4,1,1,2,1,Medium,Medium,Medium,Medium,Medium,Medium,High,Medium,Medium,0,1,1,PVC Pipes,308054.34
73.2,2,1,1,1,1,Medium,Medium,Medium,Low,Medium,Medium,Medium,Medium,Medium,0,0,0,PVC Pipes,153106.26
148.4,4,2,1,3,1,Medium,Medium,Medium,Medium,Medium,Medium,High,Medium,Medium,1,1,1,PVC Pipes,338458.64
152.4,4,2,1,1,1,Medium,Medium,Medium,Low,Medium,Medium,High,Low,Medium,1,1,0,PPR Pipes,348231.46
137.4,4,1,1,1,1,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,1,0,1,PVC Pipes,273220.14
120.9,3,1,1,1,1,Medium,Medium,Medium,Low,Medium,Medium,Medium,High,Medium,0,1,1,PVC Pipes,223195.36
59.5,1,1,1,0,1,Medium,Medium,Medium,Medium,Low,Medium,Medium,High,Medium,0,0,1,PVC Pipes,115902.55
184.7,5,2,1,1,1,Low,Low,Low,Medium,Low,Low,Low,Low,Low,0,0,0,PPR Pipes,315422.61
134.7,3,2,1,1,1,High,High,High,High,High,High,High,High,High,1,1,1,PVC Pipes,328864.17
75.5,2,1,1,2,1,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,0,0,1,PVC Pipes,158995.63
113.3,3,1,1,2,1,Medium,Medium,Low,High,Low,Low,Medium,Medium,Medium,1,1,0,PVC Pipes,245991.02
