Brand,Product_Name,Floor_Type,Subcategory,Grade,Size_cm,Application,Quality_Level,Quality_Score,Unit,Waste_Factor,Quantity_Rule,Rule_Value,Required_For,Optional,Price_EGP,Category
Alfa Ceramic,Porcelain 60x120,Porcelain,Floor Tile,Third,60x120,Reception,Low,8.7,m2,0.12,Area_m2,1,Reception,False,553,Flooring
Royal Ceramica,Porcelain 60x120,Porcelain,Floor Tile,First,60x120,Kitchen,Medium,8.7,m2,0.12,Area_m2,1,Reception,False,815,Flooring
Lecico,Ceramic 60x60,Ceramic,Floor Tile,First,60x60,Bathroom,Medium,7.5,m2,0.1,Area_m2,1,Bedrooms,False,328,Flooring
Ceramica Cleopatra,Porcelain 60x120,Porcelain,Floor Tile,First,60x120,Kitchen,High,8.7,m2,0.12,Area_m2,1,Reception,False,698,Flooring
Ceramica Cleopatra,Porcelain 60x120,Porcelain,Floor Tile,Second,60x120,Kitchen,High,8.7,m2,0.12,Area_m2,1,Reception,False,642,Flooring
Ceramica Cleopatra,Ceramic 60x60,Ceramic,Floor Tile,First,60x60,Kitchen,Medium,7.5,m2,0.1,Area_m2,1,Bedrooms,False,285,Flooring
Alfa Ceramic,Porcelain 60x120,Porcelain,Floor Tile,First,60x120,Reception,Medium,8.7,m2,0.12,Area_m2,1,Reception,False,804,Flooring
Lecico,Ceramic 60x60,Ceramic,Floor Tile,Second,60x60,Bedrooms,High,7.5,m2,0.1,Area_m2,1,Bedrooms,False,267,Flooring
Lecico,Porcelain 60x120,Porcelain,Floor Tile,First,60x120,Kitchen,Medium,8.7,m2,0.12,Area_m2,1,Reception,False,690,Flooring
Gemma,Ceramic 60x60,Ceramic,Floor Tile,First,60x60,Kitchen,Low,7.5,m2,0.1,Area_m2,1,Bedrooms,False,306,Flooring
Gemma,Porcelain 60x120,Porcelain,Floor Tile,Third,60x120,Reception,Medium,8.7,m2,0.12,Area_m2,1,Reception,False,438,Flooring
Gemma,Porcelain 60x120,Porcelain,Floor Tile,First,60x120,Bathroom,High,8.7,m2,0.12,Area_m2,1,Reception,False,927,Flooring
Lecico,Porcelain 60x120,Porcelain,Floor Tile,First,60x120,Kitchen,Low,8.7,m2,0.12,Area_m2,1,Reception,False,914,Flooring
Gemma,Porcelain 60x120,Porcelain,Floor Tile,Third,60x120,Bathroom,Medium,8.7,m2,0.12,Area_m2,1,Reception,False,466,Flooring
Royal Ceramica,Porcelain 60x120,Porcelain,Floor Tile,First,60x120,Bathroom,High,8.7,m2,0.12,Area_m2,1,Reception,False,790,Flooring
Royal Ceramica,Ceramic 60x60,Ceramic,Floor Tile,First,60x60,Bedrooms,Low,7.5,m2,0.1,Area_m2,1,Bedrooms,False,310,Flooring
Alfa Ceramic,Porcelain 60x120,Porcelain,Floor Tile,First,60x120,Bathroom,Low,8.7,m2,0.12,Area_m2,1,Reception,False,804,Flooring
Alfa Ceramic,Ceramic 60x60,Ceramic,Floor Tile,Second,60x60,Bedrooms,Low,7.5,m2,0.1,Area_m2,1,Bedrooms,False,262,Flooring
Ceramica Cleopatra,Porcelain 60x120,Porcelain,Floor Tile,First,60x120,Reception,Low,8.7,m2,0.12,Area_m2,1,Reception,False,900,Flooring
Alfa Ceramic,Ceramic 60x60,Ceramic,Floor Tile,First,60x60,Bedrooms,Low,7.5,m2,0.1,Area_m2,1,Bedrooms,False,263,Flooring
Lecico,Porcelain 60x120,Porcelain,Floor Tile,First,60x120,Kitchen,High,8.7,m2,0.12,Area_m2,1,Reception,False,737,Flooring
Ceramica Cleopatra,Porcelain 60x120,Porcelain,Floor Tile,Second,60x120,Kitchen,Medium,8.7,m2,0.12,Area_m2,1,Reception,False,552,Flooring
Royal Ceramica,Porcelain 60x120,Porcelain,Floor Tile,Third,60x120,Reception,High,8.7,m2,0.12,Area_m2,1,Reception,False,569,Flooring
Gemma,Ceramic 60x60,Ceramic,Floor Tile,Second,60x60,Bathroom,Medium,7.5,m2,0.1,Area_m2,1,Bedrooms,False,280,Flooring
Alfa Ceramic,Ceramic 60x60,Ceramic,Floor Tile,Third,60x60,Bedrooms,Medium,7.5,m2,0.1,Area_m2,1,Bedrooms,False,218,Flooring
Royal Ceramica,Porcelain 60x120,Porcelain,Floor Tile,Second,60x120,Bathroom,High,8.7,m2,0.12,Area_m2,1,Reception,False,645,Flooring
Royal Ceramica,Ceramic 60x60,Ceramic,Floor Tile,Second,60x60,Bedrooms,Low,7.5,m2,0.1,Area_m2,1,Bedrooms,False,258,Flooring
Alfa Ceramic,Porcelain 60x120,Porcelain,Floor Tile,First,60x120,Bathroom,Medium,8.7,m2,0.12,Area_m2,1,Reception,False,885,Flooring
Lecico,Ceramic 60x60,Ceramic,Floor Tile,First,60x60,Kitchen,Low,7.5,m2,0.1,Area_m2,1,Bedrooms,False,328,Flooring
Royal Ceramica,Ceramic 60x60,Ceramic,Floor Tile,Second,60x60,Bathroom,Low,7.5,m2,0.1,Area_m2,1,Bedrooms,False,299,Flooring
Gemma,Porcelain 60x120,Porcelain,Floor Tile,Second,60x120,Bathroom,Low,8.7,m2,0.12,Area_m2,1,Reception,False,600,Flooring
Ceramica Cleopatra,Ceramic 60x60,Ceramic,Floor Tile,Third,60x60,Bathroom,Low,7.5,m2,0.1,Area_m2,1,Bedrooms,False,232,Flooring
Alfa Ceramic,Ceramic 60x60,Ceramic,Floor Tile,Third,60x60,Bedrooms,Medium,7.5,m2,0.1,Area_m2,1,Bedrooms,False,191,Flooring
Royal Ceramica,Ceramic 60x60,Ceramic,Floor Tile,Third,60x60,Bathroom,High,7.5,m2,0.1,Area_m2,1,Bedrooms,False,235,Flooring
Alfa Ceramic,Porcelain 60x120,Porcelain,Floor Tile,First,60x120,Reception,Medium,8.7,m2,0.12,Area_m2,1,Reception,False,650,Flooring
Royal Ceramica,Ceramic 60x60,Ceramic,Floor Tile,Second,60x60,Bathroom,Medium,7.5,m2,0.1,Area_m2,1,Bedrooms,False,258,Flooring
Lecico,Ceramic 60x60,Ceramic,Floor Tile,First,60x60,Kitchen,High,7.5,m2,0.1,Area_m2,1,Bedrooms,False,360,Flooring
Gemma,Porcelain 60x120,Porcelain,Floor Tile,Third,60x120,Kitchen,Medium,8.7,m2,0.12,Area_m2,1,Reception,False,544,Flooring
Alfa Ceramic,Ceramic 60x60,Ceramic,Floor Tile,First,60x60,Bathroom,Low,7.5,m2,0.1,Area_m2,1,Bedrooms,False,317,Flooring
Gemma,Ceramic 60x60,Ceramic,Floor Tile,Third,60x60,Bathroom,High,7.5,m2,0.1,Area_m2,1,Bedrooms,False,179,Flooring
Gemma,Porcelain 60x120,Porcelain,Floor Tile,First,60x120,Bathroom,High,8.7,m2,0.12,Area_m2,1,Reception,False,890,Flooring
Lecico,Porcelain 60x120,Porcelain,Floor Tile,Third,60x120,Reception,High,8.7,m2,0.12,Area_m2,1,Reception,False,456,Flooring
Lecico,Porcelain 60x120,Porcelain,Floor Tile,Third,60x120,Reception,Medium,8.7,m2,0.12,Area_m2,1,Reception,False,550,Flooring
Ceramica Cleopatra,Ceramic 60x60,Ceramic,Floor Tile,First,60x60,Bedrooms,Medium,7.5,m2,0.1,Area_m2,1,Bedrooms,False,285,Flooring
Gemma,Porcelain 60x120,Porcelain,Floor Tile,Second,60x120,Kitchen,Medium,8.7,m2,0.12,Area_m2,1,Reception,False,534,Flooring
Gemma,Porcelain 60x120,Porcelain,Floor Tile,First,60x120,Bathroom,Medium,8.7,m2,0.12,Area_m2,1,Reception,False,836,Flooring
Royal Ceramica,Ceramic 60x60,Ceramic,Floor Tile,First,60x60,Kitchen,Medium,7.5,m2,0.1,Area_m2,1,Bedrooms,False,310,Flooring
Gemma,Porcelain 60x120,Porcelain,Floor Tile,Third,60x120,Bathroom,High,8.7,m2,0.12,Area_m2,1,Reception,False,440,Flooring
Royal Ceramica,Porcelain 60x120,Porcelain,Floor Tile,First,60x120,Kitchen,Low,8.7,m2,0.12,Area_m2,1,Reception,False,762,Flooring
Alfa Ceramic,Porcelain 60x120,Porcelain,Floor Tile,First,60x120,Bathroom,Low,8.7,m2,0.12,Area_m2,1,Reception,False,748,Flooring
Gemma,Porcelain 60x120,Porcelain,Floor Tile,First,60x120,Bathroom,High,8.7,m2,0.12,Area_m2,1,Reception,False,944,Flooring
Lecico,Porcelain 60x120,Porcelain,Floor Tile,Second,60x120,Reception,Medium,8.7,m2,0.12,Area_m2,1,Reception,False,652,Flooring
Lecico,Porcelain 60x120,Porcelain,Floor Tile,Third,60x120,Kitchen,Medium,8.7,m2,0.12,Area_m2,1,Reception,False,462,Flooring
Royal Ceramica,Ceramic 60x60,Ceramic,Floor Tile,Second,60x60,Kitchen,Medium,7.5,m2,0.1,Area_m2,1,Bedrooms,False,258,Flooring
Alfa Ceramic,Porcelain 60x120,Porcelain,Floor Tile,Second,60x120,Reception,Medium,8.7,m2,0.12,Area_m2,1,Reception,False,545,Flooring
Royal Ceramica,Porcelain 60x120,Porcelain,Floor Tile,First,60x120,Bathroom,Low,8.7,m2,0.12,Area_m2,1,Reception,False,845,Flooring
Ceramica Cleopatra,Ceramic 60x60,Ceramic,Floor Tile,Third,60x60,Bathroom,Medium,7.5,m2,0.1,Area_m2,1,Bedrooms,False,235,Flooring
Alfa Ceramic,Porcelain 60x120,Porcelain,Floor Tile,First,60x120,Kitchen,Medium,8.7,m2,0.12,Area_m2,1,Reception,False,906,Flooring
Lecico,Ceramic 60x60,Ceramic,Floor Tile,First,60x60,Bedrooms,High,7.5,m2,0.1,Area_m2,1,Bedrooms,False,270,Flooring
Royal Ceramica,Porcelain 60x120,Porcelain,Floor Tile,Second,60x120,Reception,High,8.7,m2,0.12,Area_m2,1,Reception,False,716,Flooring
Ceramica Cleopatra,Porcelain 60x120,Porcelain,Floor Tile,Third,60x120,Reception,High,8.7,m2,0.12,Area_m2,1,Reception,False,452,Flooring
Alfa Ceramic,Ceramic 60x60,Ceramic,Floor Tile,First,60x60,Bathroom,Medium,7.5,m2,0.1,Area_m2,1,Bedrooms,False,287,Flooring
Gemma,Porcelain 60x120,Porcelain,Floor Tile,First,60x120,Kitchen,High,8.7,m2,0.12,Area_m2,1,Reception,False,793,Flooring
Lecico,Porcelain 60x120,Porcelain,Floor Tile,Second,60x120,Kitchen,Medium,8.7,m2,0.12,Area_m2,1,Reception,False,667,Flooring
Royal Ceramica,Porcelain 60x120,Porcelain,Floor Tile,Second,60x120,Kitchen,Low,8.7,m2,0.12,Area_m2,1,Reception,False,645,Flooring
Ceramica Cleopatra,Porcelain 60x120,Porcelain,Floor Tile,First,60x120,Kitchen,Low,8.7,m2,0.12,Area_m2,1,Reception,False,832,Flooring
Royal Ceramica,Porcelain 60x120,Porcelain,Floor Tile,First,60x120,Reception,Medium,8.7,m2,0.12,Area_m2,1,Reception,False,782,Flooring
Alfa Ceramic,Ceramic 60x60,Ceramic,Floor Tile,First,60x60,Kitchen,Low,7.5,m2,0.1,Area_m2,1,Bedrooms,False,272,Flooring
Royal Ceramica,Ceramic 60x60,Ceramic,Floor Tile,Third,60x60,Bathroom,High,7.5,m2,0.1,Area_m2,1,Bedrooms,False,226,Flooring
Royal Ceramica,Porcelain 60x120,Porcelain,Floor Tile,First,60x120,Kitchen,Low,8.7,m2,0.12,Area_m2,1,Reception,False,768,Flooring
Royal Ceramica,Porcelain 60x120,Porcelain,Floor Tile,First,60x120,Kitchen,Low,8.7,m2,0.12,Area_m2,1,Reception,False,748,Flooring
Royal Ceramica,Porcelain 60x120,Porcelain,Floor Tile,Second,60x120,Bathroom,Medium,8.7,m2,0.12,Area_m2,1,Reception,False,613,Flooring
Alfa Ceramic,Porcelain 60x120,Porcelain,Floor Tile,Third,60x120,Reception,Low,8.7,m2,0.12,Area_m2,1,Reception,False,508,Flooring
Gemma,Ceramic 60x60,Ceramic,Floor Tile,First,60x60,Bedrooms,High,7.5,m2,0.1,Area_m2,1,Bedrooms,False,284,Flooring
Gemma,Porcelain 60x120,Porcelain,Floor Tile,Second,60x120,Reception,Medium,8.7,m2,0.12,Area_m2,1,Reception,False,564,Flooring
Lecico,Porcelain 60x120,Porcelain,Floor Tile,First,60x120,Kitchen,High,8.7,m2,0.12,Area_m2,1,Reception,False,837,Flooring
Ceramica Cleopatra,Ceramic 60x60,Ceramic,Floor Tile,Third,60x60,Kitchen,High,7.5,m2,0.1,Area_m2,1,Bedrooms,False,232,Flooring
Royal Ceramica,Ceramic 60x60,Ceramic,Floor Tile,First,60x60,Bedrooms,Medium,7.5,m2,0.1,Area_m2,1,Bedrooms,False,327,Flooring
Alfa Ceramic,Porcelain 60x120,Porcelain,Floor Tile,Third,60x120,Reception,High,8.7,m2,0.12,Area_m2,1,Reception,False,494,Flooring
Alfa Ceramic,Porcelain 60x120,Porcelain,Floor Tile,Third,60x120,Bathroom,High,8.7,m2,0.12,Area_m2,1,Reception,False,494,Flooring
Royal Ceramica,Ceramic 60x60,Ceramic,Floor Tile,Second,60x60,Bathroom,High,7.5,m2,0.1,Area_m2,1,Bedrooms,False,264,Flooring
Royal Ceramica,Porcelain 60x120,Porcelain,Floor Tile,First,60x120,Kitchen,Low,8.7,m2,0.12,Area_m2,1,Reception,False,793,Flooring
Alfa Ceramic,Porcelain 60x120,Porcelain,Floor Tile,Second,60x120,Bathroom,High,8.7,m2,0.12,Area_m2,1,Reception,False,737,Flooring
Alfa Ceramic,Porcelain 60x120,Porcelain,Floor Tile,First,60x120,Kitchen,High,8.7,m2,0.12,Area_m2,1,Reception,False,748,Flooring
Ceramica Cleopatra,Porcelain 60x120,Porcelain,Floor Tile,Third,60x120,Bathroom,Low,8.7,m2,0.12,Area_m2,1,Reception,False,469,Flooring
Lecico,Porcelain 60x120,Porcelain,Floor Tile,Third,60x120,Kitchen,High,8.7,m2,0.12,Area_m2,1,Reception,False,522,Flooring
Alfa Ceramic,Porcelain 60x120,Porcelain,Floor Tile,Second,60x120,Bathroom,High,8.7,m2,0.12,Area_m2,1,Reception,False,664,Flooring
Royal Ceramica,Porcelain 60x120,Porcelain,Floor Tile,First,60x120,Reception,High,8.7,m2,0.12,Area_m2,1,Reception,False,843,Flooring
Royal Ceramica,Porcelain 60x120,Porcelain,Floor Tile,Second,60x120,Kitchen,Medium,8.7,m2,0.12,Area_m2,1,Reception,False,724,Flooring
Lecico,Porcelain 60x120,Porcelain,Floor Tile,Third,60x120,Bathroom,High,8.7,m2,0.12,Area_m2,1,Reception,False,550,Flooring
Gemma,Ceramic 60x60,Ceramic,Floor Tile,Third,60x60,Kitchen,Low,7.5,m2,0.1,Area_m2,1,Bedrooms,False,172,Flooring
Lecico,Porcelain 60x120,Porcelain,Floor Tile,Third,60x120,Bathroom,Low,8.7,m2,0.12,Area_m2,1,Reception,False,442,Flooring
Lecico,Ceramic 60x60,Ceramic,Floor Tile,First,60x60,Bathroom,Medium,7.5,m2,0.1,Area_m2,1,Bedrooms,False,346,Flooring
Lecico,Porcelain 60x120,Porcelain,Floor Tile,First,60x120,Bathroom,Medium,8.7,m2,0.12,Area_m2,1,Reception,False,781,Flooring
Gemma,Porcelain 60x120,Porcelain,Floor Tile,First,60x120,Reception,Low,8.7,m2,0.12,Area_m2,1,Reception,False,920,Flooring
Royal Ceramica,Ceramic 60x60,Ceramic,Floor Tile,Second,60x60,Bathroom,Medium,7.5,m2,0.1,Area_m2,1,Bedrooms,False,289,Flooring
Ceramica Cleopatra,Porcelain 60x120,Porcelain,Floor Tile,First,60x120,Bathroom,High,8.7,m2,0.12,Area_m2,1,Reception,False,734,Flooring
Alfa Ceramic,Porcelain 60x120,Porcelain,Floor Tile,First,60x120,Kitchen,High,8.7,m2,0.12,Area_m2,1,Reception,False,804,Flooring
Alfa Ceramic,Porcelain 60x120,Porcelain,Floor Tile,Second,60x120,Bathroom,Low,8.7,m2,0.12,Area_m2,1,Reception,False,586,Flooring
Gemma,Porcelain 60x120,Porcelain,Floor Tile,First,60x120,Kitchen,Low,8.7,m2,0.12,Area_m2,1,Reception,False,876,Flooring
Alfa Ceramic,Porcelain 60x120,Porcelain,Floor Tile,First,60x120,Reception,Low,8.7,m2,0.12,Area_m2,1,Reception,False,676,Flooring
Royal Ceramica,Ceramic 60x60,Ceramic,Floor Tile,Third,60x60,Kitchen,Low,7.5,m2,0.1,Area_m2,1,Bedrooms,False,179,Flooring
Royal Ceramica,Ceramic 60x60,Ceramic,Floor Tile,Third,60x60,Kitchen,High,7.5,m2,0.1,Area_m2,1,Bedrooms,False,226,Flooring
Ceramica Cleopatra,Porcelain 60x120,Porcelain,Floor Tile,Third,60x120,Bathroom,High,8.7,m2,0.12,Area_m2,1,Reception,False,603,Flooring
Ceramica Cleopatra,Ceramic 60x60,Ceramic,Floor Tile,Third,60x60,Bathroom,Low,7.5,m2,0.1,Area_m2,1,Bedrooms,False,245,Flooring
Ceramica Cleopatra,Porcelain 60x120,Porcelain,Floor Tile,First,60x120,Reception,High,8.7,m2,0.12,Area_m2,1,Reception,False,746,Flooring
Gemma,Porcelain 60x120,Porcelain,Floor Tile,Second,60x120,Reception,High,8.7,m2,0.12,Area_m2,1,Reception,False,660,Flooring
Gemma,Porcelain 60x120,Porcelain,Floor Tile,First,60x120,Reception,Low,8.7,m2,0.12,Area_m2,1,Reception,False,927,Flooring
Gemma,Porcelain 60x120,Porcelain,Floor Tile,First,60x120,Kitchen,High,8.7,m2,0.12,Area_m2,1,Reception,False,766,Flooring
Ceramica Cleopatra,Ceramic 60x60,Ceramic,Floor Tile,First,60x60,Bedrooms,Medium,7.5,m2,0.1,Area_m2,1,Bedrooms,False,357,Flooring
Gemma,Porcelain 60x120,Porcelain,Floor Tile,First,60x120,Reception,Medium,8.7,m2,0.12,Area_m2,1,Reception,False,890,Flooring
Lecico,Porcelain 60x120,Porcelain,Floor Tile,Second,60x120,Bathroom,Medium,8.7,m2,0.12,Area_m2,1,Reception,False,672,Flooring
Alfa Ceramic,Ceramic 60x60,Ceramic,Floor Tile,First,60x60,Bedrooms,Medium,7.5,m2,0.1,Area_m2,1,Bedrooms,False,354,Flooring
Alfa Ceramic,Porcelain 60x120,Porcelain,Floor Tile,Second,60x120,Kitchen,Low,8.7,m2,0.12,Area_m2,1,Reception,False,593,Flooring
Alfa Ceramic,Porcelain 60x120,Porcelain,Floor Tile,Second,60x120,Bathroom,High,8.7,m2,0.12,Area_m2,1,Reception,False,654,Flooring
Lecico,Porcelain 60x120,Porcelain,Floor Tile,First,60x120,Kitchen,Medium,8.7,m2,0.12,Area_m2,1,Reception,False,794,Flooring
Gemma,Ceramic 60x60,Ceramic,Floor Tile,Second,60x60,Kitchen,Low,7.5,m2,0.1,Area_m2,1,Bedrooms,False,272,Flooring
Gemma,Ceramic 60x60,Ceramic,Floor Tile,First,60x60,Kitchen,High,7.5,m2,0.1,Area_m2,1,Bedrooms,False,278,Flooring
Royal Ceramica,Porcelain 60x120,Porcelain,Floor Tile,First,60x120,Bathroom,Low,8.7,m2,0.12,Area_m2,1,Reception,False,934,Flooring
Alfa Ceramic,Porcelain 60x120,Porcelain,Floor Tile,Third,60x120,Reception,Medium,8.7,m2,0.12,Area_m2,1,Reception,False,460,Flooring
Ceramica Cleopatra,Porcelain 60x120,Porcelain,Floor Tile,Third,60x120,Kitchen,Medium,8.7,m2,0.12,Area_m2,1,Reception,False,574,Flooring
Alfa Ceramic,Porcelain 60x120,Porcelain,Floor Tile,First,60x120,Reception,High,8.7,m2,0.12,Area_m2,1,Reception,False,683,Flooring
Lecico,Porcelain 60x120,Porcelain,Floor Tile,Second,60x120,Kitchen,High,8.7,m2,0.12,Area_m2,1,Reception,False,756,Flooring
Ceramica Cleopatra,Porcelain 60x120,Porcelain,Floor Tile,First,60x120,Bathroom,High,8.7,m2,0.12,Area_m2,1,Reception,False,764,Flooring
Lecico,Ceramic 60x60,Ceramic,Floor Tile,Second,60x60,Bedrooms,Medium,7.5,m2,0.1,Area_m2,1,Bedrooms,False,244,Flooring
Royal Ceramica,Porcelain 60x120,Porcelain,Floor Tile,First,60x120,Kitchen,Low,8.7,m2,0.12,Area_m2,1,Reception,False,707,Flooring
Ceramica Cleopatra,Ceramic 60x60,Ceramic,Floor Tile,First,60x60,Bedrooms,High,7.5,m2,0.1,Area_m2,1,Bedrooms,False,261,Flooring
Alfa Ceramic,Porcelain 60x120,Porcelain,Floor Tile,Third,60x120,Kitchen,Medium,8.7,m2,0.12,Area_m2,1,Reception,False,427,Flooring
Alfa Ceramic,Porcelain 60x120,Porcelain,Floor Tile,Second,60x120,Reception,Low,8.7,m2,0.12,Area_m2,1,Reception,False,713,Flooring
Ceramica Cleopatra,Porcelain 60x120,Porcelain,Floor Tile,First,60x120,Reception,High,8.7,m2,0.12,Area_m2,1,Reception,False,744,Flooring
Gemma,Ceramic 60x60,Ceramic,Floor Tile,Second,60x60,Kitchen,Medium,7.5,m2,0.1,Area_m2,1,Bedrooms,False,265,Flooring
Alfa Ceramic,Porcelain 60x120,Porcelain,Floor Tile,Third,60x120,Reception,Low,8.7,m2,0.12,Area_m2,1,Reception,False,427,Flooring
Gemma,Porcelain 60x120,Porcelain,Floor Tile,Third,60x120,Kitchen,High,8.7,m2,0.12,Area_m2,1,Reception,False,506,Flooring
Lecico,Porcelain 60x120,Porcelain,Floor Tile,Third,60x120,Reception,Low,8.7,m2,0.12,Area_m2,1,Reception,False,509,Flooring
Royal Ceramica,Porcelain 60x120,Porcelain,Floor Tile,Second,60x120,Bathroom,Low,8.7,m2,0.12,Area_m2,1,Reception,False,528,Flooring
Ceramica Cleopatra,Ceramic 60x60,Ceramic,Floor Tile,First,60x60,Bedrooms,High,7.5,m2,0.1,Area_m2,1,Bedrooms,False,368,Flooring
Gemma,Porcelain 60x120,Porcelain,Floor Tile,First,60x120,Reception,High,8.7,m2,0.12,Area_m2,1,Reception,False,850,Flooring
Alfa Ceramic,Porcelain 60x120,Porcelain,Floor Tile,Second,60x120,Reception,Medium,8.7,m2,0.12,Area_m2,1,Reception,False,600,Flooring
Gemma,Ceramic 60x60,Ceramic,Floor Tile,Third,60x60,Bathroom,Medium,7.5,m2,0.1,Area_m2,1,Bedrooms,False,201,Flooring
Alfa Ceramic,Ceramic 60x60,Ceramic,Floor Tile,Second,60x60,Kitchen,Medium,7.5,m2,0.1,Area_m2,1,Bedrooms,False,248,Flooring
Royal Ceramica,Porcelain 60x120,Porcelain,Floor Tile,Second,60x120,Reception,High,8.7,m2,0.12,Area_m2,1,Reception,False,613,Flooring
