Brand,Product_Name,Category,Product_Type,Application,Specification,Quality_Level,Quality_Score,Unit,Quantity_Rule,Rule_Value,Required_For,Optional,Price_EGP,Subcategory,Grade,Quality_Price_Band
Ceramica Cleopatra,Wash Basin,Sanitary,Pedestal,Bathroom,60 cm,Low,7.4,Piece,Per_Bathroom,1,Bathroom,False,1960,Pedestal,Not Applicable,Low: <= 5006
Roca,Close Coupled Toilet,Sanitary,Floor Mounted,Bathroom,Ceramic,Medium,7.6,Piece,Per_Bathroom,1,Bathroom,False,6115,Floor Mounted,Not Applicable,Medium: 5006 - 7542
Ideal Standard,Wash Basin,Sanitary,Pedestal,Bathroom,60 cm,Low,7.4,Piece,Per_Bathroom,1,Bathroom,False,3932,Pedestal,Not Applicable,Low: <= 5006
Roca,Shower Cabin,Sanitary,Sliding Cabin,Master Bathroom,90x90 cm,Medium,8.4,Piece,Per_Master_Bathroom,1,Master Bathroom,True,6499,Sliding Cabin,Not Applicable,Medium: 5006 - 7542
Lecico,Rain Shower,Sanitary,Rain Shower,Master Bathroom,Chrome,Medium,9.0,Set,Per_Master_Bathroom,1,Master Bathroom,True,5082,Rain Shower,Not Applicable,Medium: 5006 - 7542
Ceramica Cleopatra,Shower Cabin,Sanitary,Sliding Cabin,Master Bathroom,90x90 cm,High,8.4,Piece,Per_Master_Bathroom,1,Master Bathroom,True,9718,Sliding Cabin,Not Applicable,High: > 7542
Ceramica Cleopatra,Close Coupled Toilet,Sanitary,Floor Mounted,Bathroom,Ceramic,Low,7.6,Piece,Per_Bathroom,1,Bathroom,False,3946,Floor Mounted,Not Applicable,Low: <= 5006
Lecico,Rain Shower,Sanitary,Rain Shower,Master Bathroom,Chrome,Medium,9.0,Set,Per_Master_Bathroom,1,Master Bathroom,True,5253,Rain Shower,Not Applicable,Medium: 5006 - 7542
Roca,Close Coupled Toilet,Sanitary,Floor Mounted,Bathroom,Ceramic,Medium,7.6,Piece,Per_Bathroom,1,Bathroom,False,5356,Floor Mounted,Not Applicable,Medium: 5006 - 7542
Roca,Wash Basin,Sanitary,Pedestal,Bathroom,60 cm,Low,7.4,Piece,Per_Bathroom,1,Bathroom,False,3890,Pedestal,Not Applicable,Low: <= 5006
GROHE,Rain Shower,Sanitary,Rain Shower,Master Bathroom,Chrome,High,9.0,Set,Per_Master_Bathroom,1,Master Bathroom,True,9184,Rain Shower,Not Applicable,High: > 7542
Lecico,Shower Cabin,Sanitary,Sliding Cabin,Master Bathroom,90x90 cm,Medium,8.4,Piece,Per_Master_Bathroom,1,Master Bathroom,True,6998,Sliding Cabin,Not Applicable,Medium: 5006 - 7542
Roca,Rain Shower,Sanitary,Rain Shower,Master Bathroom,Chrome,High,9.0,Set,Per_Master_Bathroom,1,Master Bathroom,True,7903,Rain Shower,Not Applicable,High: > 7542
Ideal Standard,Close Coupled Toilet,Sanitary,Floor Mounted,Bathroom,Ceramic,High,7.6,Piece,Per_Bathroom,1,Bathroom,False,7593,Floor Mounted,Not Applicable,High: > 7542
Ideal Standard,Shower Cabin,Sanitary,Sliding Cabin,Master Bathroom,90x90 cm,Medium,8.4,Piece,Per_Master_Bathroom,1,Master Bathroom,True,5693,Sliding Cabin,Not Applicable,Medium: 5006 - 7542
Roca,Shower Cabin,Sanitary,Sliding Cabin,Master Bathroom,90x90 cm,Medium,8.4,Piece,Per_Master_Bathroom,1,Master Bathroom,True,5577,Sliding Cabin,Not Applicable,Medium: 5006 - 7542
Ideal Standard,Rain Shower,Sanitary,Rain Shower,Master Bathroom,Chrome,High,9.0,Set,Per_Master_Bathroom,1,Master Bathroom,True,9267,Rain Shower,Not Applicable,High: > 7542
Ideal Standard,Wash Basin,Sanitary,Pedestal,Bathroom,60 cm,Low,7.4,Piece,Per_Bathroom,1,Bathroom,False,2707,Pedestal,Not Applicable,Low: <= 5006
Ceramica Cleopatra,Shower Cabin,Sanitary,Sliding Cabin,Master Bathroom,90x90 cm,High,8.4,Piece,Per_Master_Bathroom,1,Master Bathroom,True,8714,Sliding Cabin,Not Applicable,High: > 7542
Lecico,Wash Basin,Sanitary,Pedestal,Bathroom,60 cm,Low,7.4,Piece,Per_Bathroom,1,Bathroom,False,2387,Pedestal,Not Applicable,Low: <= 5006
GROHE,Rain Shower,Sanitary,Rain Shower,Master Bathroom,Chrome,High,9.0,Set,Per_Master_Bathroom,1,Master Bathroom,True,8675,Rain Shower,Not Applicable,High: > 7542
Ideal Standard,Wash Basin,Sanitary,Pedestal,Bathroom,60 cm,Low,7.4,Piece,Per_Bathroom,1,Bathroom,False,2000,Pedestal,Not Applicable,Low: <= 5006
Lecico,Rain Shower,Sanitary,Rain Shower,Master Bathroom,Chrome,High,9.0,Set,Per_Master_Bathroom,1,Master Bathroom,True,10386,Rain Shower,Not Applicable,High: > 7542
Lecico,Rain Shower,Sanitary,Rain Shower,Master Bathroom,Chrome,High,9.0,Set,Per_Master_Bathroom,1,Master Bathroom,True,7849,Rain Shower,Not Applicable,High: > 7542
Ceramica Cleopatra,Close Coupled Toilet,Sanitary,Floor Mounted,Bathroom,Ceramic,Low,7.6,Piece,Per_Bathroom,1,Bathroom,False,4380,Floor Mounted,Not Applicable,Low: <= 5006
Ideal Standard,Close Coupled Toilet,Sanitary,Floor Mounted,Bathroom,Ceramic,Medium,7.6,Piece,Per_Bathroom,1,Bathroom,False,6731,Floor Mounted,Not Applicable,Medium: 5006 - 7542
Lecico,Close Coupled Toilet,Sanitary,Floor Mounted,Bathroom,Ceramic,Medium,7.6,Piece,Per_Bathroom,1,Bathroom,False,5096,Floor Mounted,Not Applicable,Medium: 5006 - 7542
Roca,Rain Shower,Sanitary,Rain Shower,Master Bathroom,Chrome,Medium,9.0,Set,Per_Master_Bathroom,1,Master Bathroom,True,7376,Rain Shower,Not Applicable,Medium: 5006 - 7542
Ideal Standard,Close Coupled Toilet,Sanitary,Floor Mounted,Bathroom,Ceramic,High,7.6,Piece,Per_Bathroom,1,Bathroom,False,8020,Floor Mounted,Not Applicable,High: > 7542
GROHE,Wash Basin,Sanitary,Pedestal,Bathroom,60 cm,Low,7.4,Piece,Per_Bathroom,1,Bathroom,False,4110,Pedestal,Not Applicable,Low: <= 5006
Ideal Standard,Rain Shower,Sanitary,Rain Shower,Master Bathroom,Chrome,Medium,9.0,Set,Per_Master_Bathroom,1,Master Bathroom,True,5100,Rain Shower,Not Applicable,Medium: 5006 - 7542
Ceramica Cleopatra,Close Coupled Toilet,Sanitary,Floor Mounted,Bathroom,Ceramic,Medium,7.6,Piece,Per_Bathroom,1,Bathroom,False,6449,Floor Mounted,Not Applicable,Medium: 5006 - 7542
Roca,Wash Basin,Sanitary,Pedestal,Bathroom,60 cm,Low,7.4,Piece,Per_Bathroom,1,Bathroom,False,3849,Pedestal,Not Applicable,Low: <= 5006
GROHE,Shower Cabin,Sanitary,Sliding Cabin,Master Bathroom,90x90 cm,Medium,8.4,Piece,Per_Master_Bathroom,1,Master Bathroom,True,6238,Sliding Cabin,Not Applicable,Medium: 5006 - 7542
Lecico,Shower Cabin,Sanitary,Sliding Cabin,Master Bathroom,90x90 cm,Medium,8.4,Piece,Per_Master_Bathroom,1,Master Bathroom,True,6032,Sliding Cabin,Not Applicable,Medium: 5006 - 7542
Ceramica Cleopatra,Wash Basin,Sanitary,Pedestal,Bathroom,60 cm,Low,7.4,Piece,Per_Bathroom,1,Bathroom,False,3656,Pedestal,Not Applicable,Low: <= 5006
GROHE,Shower Cabin,Sanitary,Sliding Cabin,Master Bathroom,90x90 cm,Medium,8.4,Piece,Per_Master_Bathroom,1,Master Bathroom,True,5539,Sliding Cabin,Not Applicable,Medium: 5006 - 7542
GROHE,Rain Shower,Sanitary,Rain Shower,Master Bathroom,Chrome,High,9.0,Set,Per_Master_Bathroom,1,Master Bathroom,True,9251,Rain Shower,Not Applicable,High: > 7542
Ceramica Cleopatra,Wash Basin,Sanitary,Pedestal,Bathroom,60 cm,Low,7.4,Piece,Per_Bathroom,1,Bathroom,False,3234,Pedestal,Not Applicable,Low: <= 5006
GROHE,Shower Cabin,Sanitary,Sliding Cabin,Master Bathroom,90x90 cm,Medium,8.4,Piece,Per_Master_Bathroom,1,Master Bathroom,True,7297,Sliding Cabin,Not Applicable,Medium: 5006 - 7542
Roca,Close Coupled Toilet,Sanitary,Floor Mounted,Bathroom,Ceramic,High,7.6,Piece,Per_Bathroom,1,Bathroom,False,7666,Floor Mounted,Not Applicable,High: > 7542
Roca,Close Coupled Toilet,Sanitary,Floor Mounted,Bathroom,Ceramic,Medium,7.6,Piece,Per_Bathroom,1,Bathroom,False,7423,Floor Mounted,Not Applicable,Medium: 5006 - 7542
Lecico,Shower Cabin,Sanitary,Sliding Cabin,Master Bathroom,90x90 cm,Low,8.4,Piece,Per_Master_Bathroom,1,Master Bathroom,True,4727,Sliding Cabin,Not Applicable,Low: <= 5006
Ceramica Cleopatra,Close Coupled Toilet,Sanitary,Floor Mounted,Bathroom,Ceramic,High,7.6,Piece,Per_Bathroom,1,Bathroom,False,7646,Floor Mounted,Not Applicable,High: > 7542
Roca,Shower Cabin,Sanitary,Sliding Cabin,Master Bathroom,90x90 cm,Medium,8.4,Piece,Per_Master_Bathroom,1,Master Bathroom,True,6506,Sliding Cabin,Not Applicable,Medium: 5006 - 7542
Lecico,Close Coupled Toilet,Sanitary,Floor Mounted,Bathroom,Ceramic,Low,7.6,Piece,Per_Bathroom,1,Bathroom,False,4141,Floor Mounted,Not Applicable,Low: <= 5006
GROHE,Shower Cabin,Sanitary,Sliding Cabin,Master Bathroom,90x90 cm,Medium,8.4,Piece,Per_Master_Bathroom,1,Master Bathroom,True,5218,Sliding Cabin,Not Applicable,Medium: 5006 - 7542
Ideal Standard,Rain Shower,Sanitary,Rain Shower,Master Bathroom,Chrome,Medium,9.0,Set,Per_Master_Bathroom,1,Master Bathroom,True,5051,Rain Shower,Not Applicable,Medium: 5006 - 7542
Ceramica Cleopatra,Rain Shower,Sanitary,Rain Shower,Master Bathroom,Chrome,Medium,9.0,Set,Per_Master_Bathroom,1,Master Bathroom,True,6427,Rain Shower,Not Applicable,Medium: 5006 - 7542
Lecico,Close Coupled Toilet,Sanitary,Floor Mounted,Bathroom,Ceramic,High,7.6,Piece,Per_Bathroom,1,Bathroom,False,8227,Floor Mounted,Not Applicable,High: > 7542
Ideal Standard,Shower Cabin,Sanitary,Sliding Cabin,Master Bathroom,90x90 cm,High,8.4,Piece,Per_Master_Bathroom,1,Master Bathroom,True,8912,Sliding Cabin,Not Applicable,High: > 7542
Ideal Standard,Wash Basin,Sanitary,Pedestal,Bathroom,60 cm,Low,7.4,Piece,Per_Bathroom,1,Bathroom,False,2934,Pedestal,Not Applicable,Low: <= 5006
Ceramica Cleopatra,Rain Shower,Sanitary,Rain Shower,Master Bathroom,Chrome,Medium,9.0,Set,Per_Master_Bathroom,1,Master Bathroom,True,5406,Rain Shower,Not Applicable,Medium: 5006 - 7542
Roca,Close Coupled Toilet,Sanitary,Floor Mounted,Bathroom,Ceramic,Low,7.6,Piece,Per_Bathroom,1,Bathroom,False,4241,Floor Mounted,Not Applicable,Low: <= 5006
GROHE,Rain Shower,Sanitary,Rain Shower,Master Bathroom,Chrome,Medium,9.0,Set,Per_Master_Bathroom,1,Master Bathroom,True,6009,Rain Shower,Not Applicable,Medium: 5006 - 7542
Ideal Standard,Close Coupled Toilet,Sanitary,Floor Mounted,Bathroom,Ceramic,Medium,7.6,Piece,Per_Bathroom,1,Bathroom,False,7309,Floor Mounted,Not Applicable,Medium: 5006 - 7542
Ceramica Cleopatra,Close Coupled Toilet,Sanitary,Floor Mounted,Bathroom,Ceramic,High,7.6,Piece,Per_Bathroom,1,Bathroom,False,8188,Floor Mounted,Not Applicable,High: > 7542
Lecico,Rain Shower,Sanitary,Rain Shower,Master Bathroom,Chrome,High,9.0,Set,Per_Master_Bathroom,1,Master Bathroom,True,7695,Rain Shower,Not Applicable,High: > 7542
GROHE,Rain Shower,Sanitary,Rain Shower,Master Bathroom,Chrome,High,9.0,Set,Per_Master_Bathroom,1,Master Bathroom,True,8617,Rain Shower,Not Applicable,High: > 7542
GROHE,Shower Cabin,Sanitary,Sliding Cabin,Master Bathroom,90x90 cm,Medium,8.4,Piece,Per_Master_Bathroom,1,Master Bathroom,True,5596,Sliding Cabin,Not Applicable,Medium: 5006 - 7542
GROHE,Close Coupled Toilet,Sanitary,Floor Mounted,Bathroom,Ceramic,Low,7.6,Piece,Per_Bathroom,1,Bathroom,False,4854,Floor Mounted,Not Applicable,Low: <= 5006
Ideal Standard,Wash Basin,Sanitary,Pedestal,Bathroom,60 cm,Low,7.4,Piece,Per_Bathroom,1,Bathroom,False,2160,Pedestal,Not Applicable,Low: <= 5006
Lecico,Wash Basin,Sanitary,Pedestal,Bathroom,60 cm,Low,7.4,Piece,Per_Bathroom,1,Bathroom,False,3409,Pedestal,Not Applicable,Low: <= 5006
GROHE,Shower Cabin,Sanitary,Sliding Cabin,Master Bathroom,90x90 cm,Low,8.4,Piece,Per_Master_Bathroom,1,Master Bathroom,True,4557,Sliding Cabin,Not Applicable,Low: <= 5006
Roca,Wash Basin,Sanitary,Pedestal,Bathroom,60 cm,Low,7.4,Piece,Per_Bathroom,1,Bathroom,False,3545,Pedestal,Not Applicable,Low: <= 5006
GROHE,Shower Cabin,Sanitary,Sliding Cabin,Master Bathroom,90x90 cm,High,8.4,Piece,Per_Master_Bathroom,1,Master Bathroom,True,9529,Sliding Cabin,Not Applicable,High: > 7542
Roca,Shower Cabin,Sanitary,Sliding Cabin,Master Bathroom,90x90 cm,Medium,8.4,Piece,Per_Master_Bathroom,1,Master Bathroom,True,5061,Sliding Cabin,Not Applicable,Medium: 5006 - 7542
Ceramica Cleopatra,Wash Basin,Sanitary,Pedestal,Bathroom,60 cm,Low,7.4,Piece,Per_Bathroom,1,Bathroom,False,4002,Pedestal,Not Applicable,Low: <= 5006
Ideal Standard,Rain Shower,Sanitary,Rain Shower,Master Bathroom,Chrome,High,9.0,Set,Per_Master_Bathroom,1,Master Bathroom,True,9128,Rain Shower,Not Applicable,High: > 7542
Ideal Standard,Rain Shower,Sanitary,Rain Shower,Master Bathroom,Chrome,High,9.0,Set,Per_Master_Bathroom,1,Master Bathroom,True,10356,Rain Shower,Not Applicable,High: > 7542
Lecico,Shower Cabin,Sanitary,Sliding Cabin,Master Bathroom,90x90 cm,High,8.4,Piece,Per_Master_Bathroom,1,Master Bathroom,True,10794,Sliding Cabin,Not Applicable,High: > 7542
Lecico,Shower Cabin,Sanitary,Sliding Cabin,Master Bathroom,90x90 cm,High,8.4,Piece,Per_Master_Bathroom,1,Master Bathroom,True,8893,Sliding Cabin,Not Applicable,High: > 7542
GROHE,Close Coupled Toilet,Sanitary,Floor Mounted,Bathroom,Ceramic,High,7.6,Piece,Per_Bathroom,1,Bathroom,False,8310,Floor Mounted,Not Applicable,High: > 7542
Roca,Rain Shower,Sanitary,Rain Shower,Master Bathroom,Chrome,High,9.0,Set,Per_Master_Bathroom,1,Master Bathroom,True,7986,Rain Shower,Not Applicable,High: > 7542
GROHE,Wash Basin,Sanitary,Pedestal,Bathroom,60 cm,Low,7.4,Piece,Per_Bathroom,1,Bathroom,False,3252,Pedestal,Not Applicable,Low: <= 5006
Ceramica Cleopatra,Rain Shower,Sanitary,Rain Shower,Master Bathroom,Chrome,High,9.0,Set,Per_Master_Bathroom,1,Master Bathroom,True,8223,Rain Shower,Not Applicable,High: > 7542
Roca,Wash Basin,Sanitary,Pedestal,Bathroom,60 cm,Low,7.4,Piece,Per_Bathroom,1,Bathroom,False,3085,Pedestal,Not Applicable,Low: <= 5006
Lecico,Rain Shower,Sanitary,Rain Shower,Master Bathroom,Chrome,Medium,9.0,Set,Per_Master_Bathroom,1,Master Bathroom,True,6424,Rain Shower,Not Applicable,Medium: 5006 - 7542
Lecico,Rain Shower,Sanitary,Rain Shower,Master Bathroom,Chrome,Medium,9.0,Set,Per_Master_Bathroom,1,Master Bathroom,True,7378,Rain Shower,Not Applicable,Medium: 5006 - 7542
Ideal Standard,Shower Cabin,Sanitary,Sliding Cabin,Master Bathroom,90x90 cm,High,8.4,Piece,Per_Master_Bathroom,1,Master Bathroom,True,9895,Sliding Cabin,Not Applicable,High: > 7542
GROHE,Shower Cabin,Sanitary,Sliding Cabin,Master Bathroom,90x90 cm,High,8.4,Piece,Per_Master_Bathroom,1,Master Bathroom,True,8975,Sliding Cabin,Not Applicable,High: > 7542
GROHE,Close Coupled Toilet,Sanitary,Floor Mounted,Bathroom,Ceramic,High,7.6,Piece,Per_Bathroom,1,Bathroom,False,8057,Floor Mounted,Not Applicable,High: > 7542
Ideal Standard,Shower Cabin,Sanitary,Sliding Cabin,Master Bathroom,90x90 cm,High,8.4,Piece,Per_Master_Bathroom,1,Master Bathroom,True,8913,Sliding Cabin,Not Applicable,High: > 7542
Ideal Standard,Close Coupled Toilet,Sanitary,Floor Mounted,Bathroom,Ceramic,Medium,7.6,Piece,Per_Bathroom,1,Bathroom,False,6244,Floor Mounted,Not Applicable,Medium: 5006 - 7542
Ceramica Cleopatra,Shower Cabin,Sanitary,Sliding Cabin,Master Bathroom,90x90 cm,High,8.4,Piece,Per_Master_Bathroom,1,Master Bathroom,True,7985,Sliding Cabin,Not Applicable,High: > 7542
Roca,Wash Basin,Sanitary,Pedestal,Bathroom,60 cm,Low,7.4,Piece,Per_Bathroom,1,Bathroom,False,3265,Pedestal,Not Applicable,Low: <= 5006
Ceramica Cleopatra,Close Coupled Toilet,Sanitary,Floor Mounted,Bathroom,Ceramic,Medium,7.6,Piece,Per_Bathroom,1,Bathroom,False,5835,Floor Mounted,Not Applicable,Medium: 5006 - 7542
Ideal Standard,Wash Basin,Sanitary,Pedestal,Bathroom,60 cm,Low,7.4,Piece,Per_Bathroom,1,Bathroom,False,3592,Pedestal,Not Applicable,Low: <= 5006
GROHE,Rain Shower,Sanitary,Rain Shower,Master Bathroom,Chrome,Medium,9.0,Set,Per_Master_Bathroom,1,Master Bathroom,True,6784,Rain Shower,Not Applicable,Medium: 5006 - 7542
Ceramica Cleopatra,Wash Basin,Sanitary,Pedestal,Bathroom,60 cm,Low,7.4,Piece,Per_Bathroom,1,Bathroom,False,2164,Pedestal,Not Applicable,Low: <= 5006
Lecico,Rain Shower,Sanitary,Rain Shower,Master Bathroom,Chrome,Low,9.0,Set,Per_Master_Bathroom,1,Master Bathroom,True,4560,Rain Shower,Not Applicable,Low: <= 5006
Roca,Rain Shower,Sanitary,Rain Shower,Master Bathroom,Chrome,Medium,9.0,Set,Per_Master_Bathroom,1,Master Bathroom,True,5058,Rain Shower,Not Applicable,Medium: 5006 - 7542
Lecico,Shower Cabin,Sanitary,Sliding Cabin,Master Bathroom,90x90 cm,Low,8.4,Piece,Per_Master_Bathroom,1,Master Bathroom,True,4643,Sliding Cabin,Not Applicable,Low: <= 5006
GROHE,Rain Shower,Sanitary,Rain Shower,Master Bathroom,Chrome,High,9.0,Set,Per_Master_Bathroom,1,Master Bathroom,True,7975,Rain Shower,Not Applicable,High: > 7542
Ideal Standard,Close Coupled Toilet,Sanitary,Floor Mounted,Bathroom,Ceramic,Low,7.6,Piece,Per_Bathroom,1,Bathroom,False,4292,Floor Mounted,Not Applicable,Low: <= 5006
GROHE,Wash Basin,Sanitary,Pedestal,Bathroom,60 cm,Low,7.4,Piece,Per_Bathroom,1,Bathroom,False,2399,Pedestal,Not Applicable,Low: <= 5006
Ceramica Cleopatra,Wash Basin,Sanitary,Pedestal,Bathroom,60 cm,Low,7.4,Piece,Per_Bathroom,1,Bathroom,False,3514,Pedestal,Not Applicable,Low: <= 5006
Roca,Close Coupled Toilet,Sanitary,Floor Mounted,Bathroom,Ceramic,Low,7.6,Piece,Per_Bathroom,1,Bathroom,False,4424,Floor Mounted,Not Applicable,Low: <= 5006
Roca,Shower Cabin,Sanitary,Sliding Cabin,Master Bathroom,90x90 cm,High,8.4,Piece,Per_Master_Bathroom,1,Master Bathroom,True,8458,Sliding Cabin,Not Applicable,High: > 7542
Ceramica Cleopatra,Shower Cabin,Sanitary,Sliding Cabin,Master Bathroom,90x90 cm,High,8.4,Piece,Per_Master_Bathroom,1,Master Bathroom,True,7969,Sliding Cabin,Not Applicable,High: > 7542
Roca,Close Coupled Toilet,Sanitary,Floor Mounted,Bathroom,Ceramic,Medium,7.6,Piece,Per_Bathroom,1,Bathroom,False,5372,Floor Mounted,Not Applicable,Medium: 5006 - 7542
Ceramica Cleopatra,Shower Cabin,Sanitary,Sliding Cabin,Master Bathroom,90x90 cm,Medium,8.4,Piece,Per_Master_Bathroom,1,Master Bathroom,True,5796,Sliding Cabin,Not Applicable,Medium: 5006 - 7542
Ideal Standard,Rain Shower,Sanitary,Rain Shower,Master Bathroom,Chrome,High,9.0,Set,Per_Master_Bathroom,1,Master Bathroom,True,8032,Rain Shower,Not Applicable,High: > 7542
GROHE,Wash Basin,Sanitary,Pedestal,Bathroom,60 cm,Low,7.4,Piece,Per_Bathroom,1,Bathroom,False,3214,Pedestal,Not Applicable,Low: <= 5006
Roca,Wash Basin,Sanitary,Pedestal,Bathroom,60 cm,Low,7.4,Piece,Per_Bathroom,1,Bathroom,False,3343,Pedestal,Not Applicable,Low: <= 5006
Ceramica Cleopatra,Rain Shower,Sanitary,Rain Shower,Master Bathroom,Chrome,Medium,9.0,Set,Per_Master_Bathroom,1,Master Bathroom,True,5541,Rain Shower,Not Applicable,Medium: 5006 - 7542
Ideal Standard,Rain Shower,Sanitary,Rain Shower,Master Bathroom,Chrome,Medium,9.0,Set,Per_Master_Bathroom,1,Master Bathroom,True,6437,Rain Shower,Not Applicable,Medium: 5006 - 7542
GROHE,Shower Cabin,Sanitary,Sliding Cabin,Master Bathroom,90x90 cm,High,8.4,Piece,Per_Master_Bathroom,1,Master Bathroom,True,8523,Sliding Cabin,Not Applicable,High: > 7542
Lecico,Close Coupled Toilet,Sanitary,Floor Mounted,Bathroom,Ceramic,Medium,7.6,Piece,Per_Bathroom,1,Bathroom,False,5707,Floor Mounted,Not Applicable,Medium: 5006 - 7542
Ceramica Cleopatra,Rain Shower,Sanitary,Rain Shower,Master Bathroom,Chrome,Low,9.0,Set,Per_Master_Bathroom,1,Master Bathroom,True,4583,Rain Shower,Not Applicable,Low: <= 5006
Lecico,Wash Basin,Sanitary,Pedestal,Bathroom,60 cm,Low,7.4,Piece,Per_Bathroom,1,Bathroom,False,3606,Pedestal,Not Applicable,Low: <= 5006
Ideal Standard,Shower Cabin,Sanitary,Sliding Cabin,Master Bathroom,90x90 cm,High,8.4,Piece,Per_Master_Bathroom,1,Master Bathroom,True,8626,Sliding Cabin,Not Applicable,High: > 7542
Ideal Standard,Close Coupled Toilet,Sanitary,Floor Mounted,Bathroom,Ceramic,Medium,7.6,Piece,Per_Bathroom,1,Bathroom,False,7542,Floor Mounted,Not Applicable,Medium: 5006 - 7542
Ideal Standard,Rain Shower,Sanitary,Rain Shower,Master Bathroom,Chrome,High,9.0,Set,Per_Master_Bathroom,1,Master Bathroom,True,9616,Rain Shower,Not Applicable,High: > 7542
Ceramica Cleopatra,Rain Shower,Sanitary,Rain Shower,Master Bathroom,Chrome,High,9.0,Set,Per_Master_Bathroom,1,Master Bathroom,True,10111,Rain Shower,Not Applicable,High: > 7542
GROHE,Shower Cabin,Sanitary,Sliding Cabin,Master Bathroom,90x90 cm,Medium,8.4,Piece,Per_Master_Bathroom,1,Master Bathroom,True,5729,Sliding Cabin,Not Applicable,Medium: 5006 - 7542
Ceramica Cleopatra,Wash Basin,Sanitary,Pedestal,Bathroom,60 cm,Low,7.4,Piece,Per_Bathroom,1,Bathroom,False,4132,Pedestal,Not Applicable,Low: <= 5006
Ideal Standard,Close Coupled Toilet,Sanitary,Floor Mounted,Bathroom,Ceramic,Low,7.6,Piece,Per_Bathroom,1,Bathroom,False,4138,Floor Mounted,Not Applicable,Low: <= 5006
Lecico,Close Coupled Toilet,Sanitary,Floor Mounted,Bathroom,Ceramic,High,7.6,Piece,Per_Bathroom,1,Bathroom,False,8191,Floor Mounted,Not Applicable,High: > 7542
Ideal Standard,Rain Shower,Sanitary,Rain Shower,Master Bathroom,Chrome,High,9.0,Set,Per_Master_Bathroom,1,Master Bathroom,True,9068,Rain Shower,Not Applicable,High: > 7542
Ceramica Cleopatra,Close Coupled Toilet,Sanitary,Floor Mounted,Bathroom,Ceramic,Medium,7.6,Piece,Per_Bathroom,1,Bathroom,False,7322,Floor Mounted,Not Applicable,Medium: 5006 - 7542
GROHE,Rain Shower,Sanitary,Rain Shower,Master Bathroom,Chrome,Low,9.0,Set,Per_Master_Bathroom,1,Master Bathroom,True,4595,Rain Shower,Not Applicable,Low: <= 5006
Ideal Standard,Close Coupled Toilet,Sanitary,Floor Mounted,Bathroom,Ceramic,Medium,7.6,Piece,Per_Bathroom,1,Bathroom,False,7114,Floor Mounted,Not Applicable,Medium: 5006 - 7542
GROHE,Rain Shower,Sanitary,Rain Shower,Master Bathroom,Chrome,Medium,9.0,Set,Per_Master_Bathroom,1,Master Bathroom,True,5068,Rain Shower,Not Applicable,Medium: 5006 - 7542
Ceramica Cleopatra,Wash Basin,Sanitary,Pedestal,Bathroom,60 cm,Low,7.4,Piece,Per_Bathroom,1,Bathroom,False,3484,Pedestal,Not Applicable,Low: <= 5006
Ceramica Cleopatra,Wash Basin,Sanitary,Pedestal,Bathroom,60 cm,Low,7.4,Piece,Per_Bathroom,1,Bathroom,False,3380,Pedestal,Not Applicable,Low: <= 5006
Lecico,Rain Shower,Sanitary,Rain Shower,Master Bathroom,Chrome,Medium,9.0,Set,Per_Master_Bathroom,1,Master Bathroom,True,7068,Rain Shower,Not Applicable,Medium: 5006 - 7542
Ceramica Cleopatra,Shower Cabin,Sanitary,Sliding Cabin,Master Bathroom,90x90 cm,High,8.4,Piece,Per_Master_Bathroom,1,Master Bathroom,True,7700,Sliding Cabin,Not Applicable,High: > 7542
GROHE,Rain Shower,Sanitary,Rain Shower,Master Bathroom,Chrome,High,9.0,Set,Per_Master_Bathroom,1,Master Bathroom,True,10239,Rain Shower,Not Applicable,High: > 7542
GROHE,Wash Basin,Sanitary,Pedestal,Bathroom,60 cm,Low,7.4,Piece,Per_Bathroom,1,Bathroom,False,4116,Pedestal,Not Applicable,Low: <= 5006
Ceramica Cleopatra,Close Coupled Toilet,Sanitary,Floor Mounted,Bathroom,Ceramic,Medium,7.6,Piece,Per_Bathroom,1,Bathroom,False,6612,Floor Mounted,Not Applicable,Medium: 5006 - 7542
Lecico,Close Coupled Toilet,Sanitary,Floor Mounted,Bathroom,Ceramic,Medium,7.6,Piece,Per_Bathroom,1,Bathroom,False,5541,Floor Mounted,Not Applicable,Medium: 5006 - 7542
Ceramica Cleopatra,Shower Cabin,Sanitary,Sliding Cabin,Master Bathroom,90x90 cm,Low,8.4,Piece,Per_Master_Bathroom,1,Master Bathroom,True,4934,Sliding Cabin,Not Applicable,Low: <= 5006
Lecico,Wash Basin,Sanitary,Pedestal,Bathroom,60 cm,Low,7.4,Piece,Per_Bathroom,1,Bathroom,False,2492,Pedestal,Not Applicable,Low: <= 5006
Ideal Standard,Shower Cabin,Sanitary,Sliding Cabin,Master Bathroom,90x90 cm,Medium,8.4,Piece,Per_Master_Bathroom,1,Master Bathroom,True,7176,Sliding Cabin,Not Applicable,Medium: 5006 - 7542
