Brand,Product_Name,Electrical_Category,Specification,Application,Quality_Level,Quality_Score,Unit,Quantity_Rule,Rule_Value,Required_For,Optional,Price_EGP,Category,Subcategory,Grade,Quality_Price_Band
Hager,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Medium,8.7,Roll,Per_Area,0.05,Lighting,False,2139,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775
Schneider Electric,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,2823,Electrical,Wires & Cables,Not Applicable,High: > 2775
Schneider Electric,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,2940,Electrical,Wires & Cables,Not Applicable,High: > 2775
Legrand,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Low,8.7,Roll,Per_Area,0.05,Lighting,False,1802,Electrical,Wires & Cables,Not Applicable,Low: <= 1966
Schneider Electric,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Low,8.7,Roll,Per_Area,0.05,Lighting,False,1625,Electrical,Wires & Cables,Not Applicable,Low: <= 1966
El Sewedy Electric,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,2977,Electrical,Wires & Cables,Not Applicable,High: > 2775
El Sewedy Electric,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Medium,8.7,Roll,Per_Area,0.05,Lighting,False,2188,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775
Venus Electric,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Medium,8.7,Roll,Per_Area,0.05,Lighting,False,1984,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775
Hager,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Low,8.7,Roll,Per_Area,0.05,Lighting,False,1893,Electrical,Wires & Cables,Not Applicable,Low: <= 1966
Hager,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,Medium,8.8,Roll,Per_Area,0.06,Sockets,False,2688,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775
Legrand,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,2817,Electrical,Wires & Cables,Not Applicable,High: > 2775
Venus Electric,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Medium,8.7,Roll,Per_Area,0.05,Lighting,False,2069,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775
Venus Electric,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,Medium,8.8,Roll,Per_Area,0.06,Sockets,False,2690,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775
Legrand,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,3058,Electrical,Wires & Cables,Not Applicable,High: > 2775
Schneider Electric,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Medium,8.7,Roll,Per_Area,0.05,Lighting,False,2114,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775
Legrand,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Low,8.7,Roll,Per_Area,0.05,Lighting,False,1796,Electrical,Wires & Cables,Not Applicable,Low: <= 1966
Hager,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Low,8.7,Roll,Per_Area,0.05,Lighting,False,1622,Electrical,Wires & Cables,Not Applicable,Low: <= 1966
Legrand,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,3011,Electrical,Wires & Cables,Not Applicable,High: > 2775
Legrand,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,2801,Electrical,Wires & Cables,Not Applicable,High: > 2775
Schneider Electric,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,2858,Electrical,Wires & Cables,Not Applicable,High: > 2775
Schneider Electric,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,Medium,8.8,Roll,Per_Area,0.06,Sockets,False,2634,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775
Hager,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,Medium,8.8,Roll,Per_Area,0.06,Sockets,False,2696,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775
Hager,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Medium,8.7,Roll,Per_Area,0.05,Lighting,False,2108,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775
Schneider Electric,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Low,8.7,Roll,Per_Area,0.05,Lighting,False,1966,Electrical,Wires & Cables,Not Applicable,Low: <= 1966
Legrand,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Low,8.7,Roll,Per_Area,0.05,Lighting,False,1836,Electrical,Wires & Cables,Not Applicable,Low: <= 1966
Hager,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,2844,Electrical,Wires & Cables,Not Applicable,High: > 2775
Hager,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,2965,Electrical,Wires & Cables,Not Applicable,High: > 2775
Venus Electric,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Low,8.7,Roll,Per_Area,0.05,Lighting,False,1680,Electrical,Wires & Cables,Not Applicable,Low: <= 1966
Hager,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,Medium,8.8,Roll,Per_Area,0.06,Sockets,False,2753,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775
Legrand,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,3064,Electrical,Wires & Cables,Not Applicable,High: > 2775
Hager,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Medium,8.7,Roll,Per_Area,0.05,Lighting,False,2109,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775
Hager,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,Medium,8.8,Roll,Per_Area,0.06,Sockets,False,2703,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775
Legrand,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,2889,Electrical,Wires & Cables,Not Applicable,High: > 2775
Venus Electric,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,Medium,8.8,Roll,Per_Area,0.06,Sockets,False,2703,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775
Legrand,Double Socket,Sockets,16A / 2 Gang,Rooms,Low,7.4,Piece,Per_Room,4.0,Room,False,116,Electrical,Sockets,Not Applicable,Low: <= 1966
Hager,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Medium,8.7,Roll,Per_Area,0.05,Lighting,False,2010,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775
Legrand,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Low,8.7,Roll,Per_Area,0.05,Lighting,False,1663,Electrical,Wires & Cables,Not Applicable,Low: <= 1966
Hager,Double Socket,Sockets,16A / 2 Gang,Rooms,Low,7.4,Piece,Per_Room,4.0,Room,False,64,Electrical,Sockets,Not Applicable,Low: <= 1966
Hager,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Medium,8.7,Roll,Per_Area,0.05,Lighting,False,2148,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775
Venus Electric,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Low,8.7,Roll,Per_Area,0.05,Lighting,False,1871,Electrical,Wires & Cables,Not Applicable,Low: <= 1966
Hager,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,2903,Electrical,Wires & Cables,Not Applicable,High: > 2775
Hager,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Low,8.7,Roll,Per_Area,0.05,Lighting,False,1769,Electrical,Wires & Cables,Not Applicable,Low: <= 1966
Venus Electric,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,2914,Electrical,Wires & Cables,Not Applicable,High: > 2775
Venus Electric,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Low,8.7,Roll,Per_Area,0.05,Lighting,False,1704,Electrical,Wires & Cables,Not Applicable,Low: <= 1966
Legrand,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,2886,Electrical,Wires & Cables,Not Applicable,High: > 2775
El Sewedy Electric,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Medium,8.7,Roll,Per_Area,0.05,Lighting,False,2144,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775
Legrand,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Low,8.7,Roll,Per_Area,0.05,Lighting,False,1921,Electrical,Wires & Cables,Not Applicable,Low: <= 1966
Venus Electric,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Low,8.7,Roll,Per_Area,0.05,Lighting,False,1893,Electrical,Wires & Cables,Not Applicable,Low: <= 1966
Venus Electric,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Low,8.7,Roll,Per_Area,0.05,Lighting,False,1780,Electrical,Wires & Cables,Not Applicable,Low: <= 1966
Schneider Electric,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,2867,Electrical,Wires & Cables,Not Applicable,High: > 2775
Legrand,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Medium,8.7,Roll,Per_Area,0.05,Lighting,False,1988,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775
El Sewedy Electric,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Low,8.7,Roll,Per_Area,0.05,Lighting,False,1946,Electrical,Wires & Cables,Not Applicable,Low: <= 1966
Schneider Electric,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,Medium,8.8,Roll,Per_Area,0.06,Sockets,False,2683,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775
Legrand,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,3005,Electrical,Wires & Cables,Not Applicable,High: > 2775
Venus Electric,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Low,8.7,Roll,Per_Area,0.05,Lighting,False,1865,Electrical,Wires & Cables,Not Applicable,Low: <= 1966
Legrand,Double Socket,Sockets,16A / 2 Gang,Rooms,Low,7.4,Piece,Per_Room,4.0,Room,False,67,Electrical,Sockets,Not Applicable,Low: <= 1966
El Sewedy Electric,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Medium,8.7,Roll,Per_Area,0.05,Lighting,False,2044,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775
Legrand,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Low,8.7,Roll,Per_Area,0.05,Lighting,False,1860,Electrical,Wires & Cables,Not Applicable,Low: <= 1966
Hager,Double Socket,Sockets,16A / 2 Gang,Rooms,Low,7.4,Piece,Per_Room,4.0,Room,False,98,Electrical,Sockets,Not Applicable,Low: <= 1966
Venus Electric,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Low,8.7,Roll,Per_Area,0.05,Lighting,False,1735,Electrical,Wires & Cables,Not Applicable,Low: <= 1966
Venus Electric,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,3073,Electrical,Wires & Cables,Not Applicable,High: > 2775
Legrand,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,2849,Electrical,Wires & Cables,Not Applicable,High: > 2775
Venus Electric,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Medium,8.7,Roll,Per_Area,0.05,Lighting,False,2043,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775
El Sewedy Electric,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,2932,Electrical,Wires & Cables,Not Applicable,High: > 2775
El Sewedy Electric,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,Medium,8.8,Roll,Per_Area,0.06,Sockets,False,2774,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775
Hager,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Low,8.7,Roll,Per_Area,0.05,Lighting,False,1925,Electrical,Wires & Cables,Not Applicable,Low: <= 1966
Legrand,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,3049,Electrical,Wires & Cables,Not Applicable,High: > 2775
Venus Electric,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Medium,8.7,Roll,Per_Area,0.05,Lighting,False,1983,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775
Venus Electric,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Low,8.7,Roll,Per_Area,0.05,Lighting,False,1629,Electrical,Wires & Cables,Not Applicable,Low: <= 1966
Legrand,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Medium,8.7,Roll,Per_Area,0.05,Lighting,False,2054,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775
Schneider Electric,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,2853,Electrical,Wires & Cables,Not Applicable,High: > 2775
Hager,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,3062,Electrical,Wires & Cables,Not Applicable,High: > 2775
El Sewedy Electric,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,3073,Electrical,Wires & Cables,Not Applicable,High: > 2775
Schneider Electric,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Low,8.7,Roll,Per_Area,0.05,Lighting,False,1734,Electrical,Wires & Cables,Not Applicable,Low: <= 1966
Schneider Electric,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Low,8.7,Roll,Per_Area,0.05,Lighting,False,1770,Electrical,Wires & Cables,Not Applicable,Low: <= 1966
El Sewedy Electric,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Low,8.7,Roll,Per_Area,0.05,Lighting,False,1903,Electrical,Wires & Cables,Not Applicable,Low: <= 1966
El Sewedy Electric,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Medium,8.7,Roll,Per_Area,0.05,Lighting,False,2013,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775
Hager,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,Medium,8.8,Roll,Per_Area,0.06,Sockets,False,2710,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775
Hager,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,2853,Electrical,Wires & Cables,Not Applicable,High: > 2775
Schneider Electric,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,2998,Electrical,Wires & Cables,Not Applicable,High: > 2775
El Sewedy Electric,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,2876,Electrical,Wires & Cables,Not Applicable,High: > 2775
El Sewedy Electric,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,2952,Electrical,Wires & Cables,Not Applicable,High: > 2775
Venus Electric,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,3015,Electrical,Wires & Cables,Not Applicable,High: > 2775
Venus Electric,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,Medium,8.8,Roll,Per_Area,0.06,Sockets,False,2723,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775
Hager,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Low,8.7,Roll,Per_Area,0.05,Lighting,False,1780,Electrical,Wires & Cables,Not Applicable,Low: <= 1966
Legrand,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,Medium,8.8,Roll,Per_Area,0.06,Sockets,False,2610,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775
Venus Electric,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,2939,Electrical,Wires & Cables,Not Applicable,High: > 2775
Hager,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,3082,Electrical,Wires & Cables,Not Applicable,High: > 2775
Legrand,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,Medium,8.8,Roll,Per_Area,0.06,Sockets,False,2697,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775
Hager,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Low,8.7,Roll,Per_Area,0.05,Lighting,False,1822,Electrical,Wires & Cables,Not Applicable,Low: <= 1966
Legrand,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Low,8.7,Roll,Per_Area,0.05,Lighting,False,1962,Electrical,Wires & Cables,Not Applicable,Low: <= 1966
El Sewedy Electric,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,Medium,8.8,Roll,Per_Area,0.06,Sockets,False,2699,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775
Hager,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,Medium,8.8,Roll,Per_Area,0.06,Sockets,False,2712,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775
Schneider Electric,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Medium,8.7,Roll,Per_Area,0.05,Lighting,False,2003,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775
Schneider Electric,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,3012,Electrical,Wires & Cables,Not Applicable,High: > 2775
Schneider Electric,Double Socket,Sockets,16A / 2 Gang,Rooms,Low,7.4,Piece,Per_Room,4.0,Room,False,69,Electrical,Sockets,Not Applicable,Low: <= 1966
Venus Electric,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,Medium,8.8,Roll,Per_Area,0.06,Sockets,False,2744,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775
Legrand,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Low,8.7,Roll,Per_Area,0.05,Lighting,False,1780,Electrical,Wires & Cables,Not Applicable,Low: <= 1966
Venus Electric,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,2846,Electrical,Wires & Cables,Not Applicable,High: > 2775
Schneider Electric,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Low,8.7,Roll,Per_Area,0.05,Lighting,False,1757,Electrical,Wires & Cables,Not Applicable,Low: <= 1966
Legrand,Double Socket,Sockets,16A / 2 Gang,Rooms,Low,7.4,Piece,Per_Room,4.0,Room,False,114,Electrical,Sockets,Not Applicable,Low: <= 1966
Hager,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Low,8.7,Roll,Per_Area,0.05,Lighting,False,1776,Electrical,Wires & Cables,Not Applicable,Low: <= 1966
Schneider Electric,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Low,8.7,Roll,Per_Area,0.05,Lighting,False,1675,Electrical,Wires & Cables,Not Applicable,Low: <= 1966
El Sewedy Electric,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,2833,Electrical,Wires & Cables,Not Applicable,High: > 2775
Hager,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Low,8.7,Roll,Per_Area,0.05,Lighting,False,1903,Electrical,Wires & Cables,Not Applicable,Low: <= 1966
Legrand,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,2908,Electrical,Wires & Cables,Not Applicable,High: > 2775
Venus Electric,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Low,8.7,Roll,Per_Area,0.05,Lighting,False,1822,Electrical,Wires & Cables,Not Applicable,Low: <= 1966
El Sewedy Electric,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,2970,Electrical,Wires & Cables,Not Applicable,High: > 2775
El Sewedy Electric,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,2988,Electrical,Wires & Cables,Not Applicable,High: > 2775
Hager,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Low,8.7,Roll,Per_Area,0.05,Lighting,False,1962,Electrical,Wires & Cables,Not Applicable,Low: <= 1966
Hager,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Medium,8.7,Roll,Per_Area,0.05,Lighting,False,2109,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775
Venus Electric,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,2784,Electrical,Wires & Cables,Not Applicable,High: > 2775
El Sewedy Electric,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,3079,Electrical,Wires & Cables,Not Applicable,High: > 2775
Venus Electric,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,Medium,8.8,Roll,Per_Area,0.06,Sockets,False,2735,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775
Legrand,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Low,8.7,Roll,Per_Area,0.05,Lighting,False,1879,Electrical,Wires & Cables,Not Applicable,Low: <= 1966
El Sewedy Electric,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Low,8.7,Roll,Per_Area,0.05,Lighting,False,1628,Electrical,Wires & Cables,Not Applicable,Low: <= 1966
Venus Electric,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Medium,8.7,Roll,Per_Area,0.05,Lighting,False,2134,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775
Venus Electric,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,2983,Electrical,Wires & Cables,Not Applicable,High: > 2775
Legrand,Double Socket,Sockets,16A / 2 Gang,Rooms,Low,7.4,Piece,Per_Room,4.0,Room,False,135,Electrical,Sockets,Not Applicable,Low: <= 1966
Venus Electric,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,2842,Electrical,Wires & Cables,Not Applicable,High: > 2775
El Sewedy Electric,Double Socket,Sockets,16A / 2 Gang,Rooms,Low,7.4,Piece,Per_Room,4.0,Room,False,171,Electrical,Sockets,Not Applicable,Low: <= 1966
Schneider Electric,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,Medium,8.8,Roll,Per_Area,0.06,Sockets,False,2758,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775
Hager,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Medium,8.7,Roll,Per_Area,0.05,Lighting,False,2110,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775
Venus Electric,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Low,8.7,Roll,Per_Area,0.05,Lighting,False,1677,Electrical,Wires & Cables,Not Applicable,Low: <= 1966
Hager,Double Socket,Sockets,16A / 2 Gang,Rooms,Low,7.4,Piece,Per_Room,4.0,Room,False,114,Electrical,Sockets,Not Applicable,Low: <= 1966
Legrand,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,3094,Electrical,Wires & Cables,Not Applicable,High: > 2775
Schneider Electric,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,3078,Electrical,Wires & Cables,Not Applicable,High: > 2775
Venus Electric,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Low,8.7,Roll,Per_Area,0.05,Lighting,False,1855,Electrical,Wires & Cables,Not Applicable,Low: <= 1966
Legrand,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Medium,8.7,Roll,Per_Area,0.05,Lighting,False,2091,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775
El Sewedy Electric,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,2819,Electrical,Wires & Cables,Not Applicable,High: > 2775
El Sewedy Electric,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,2954,Electrical,Wires & Cables,Not Applicable,High: > 2775
Schneider Electric,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,2858,Electrical,Wires & Cables,Not Applicable,High: > 2775
El Sewedy Electric,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,Medium,8.8,Roll,Per_Area,0.06,Sockets,False,2754,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775
Hager,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,2953,Electrical,Wires & Cables,Not Applicable,High: > 2775
Schneider Electric,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,3002,Electrical,Wires & Cables,Not Applicable,High: > 2775
Schneider Electric,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Medium,8.7,Roll,Per_Area,0.05,Lighting,False,1967,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775
Hager,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Low,8.7,Roll,Per_Area,0.05,Lighting,False,1871,Electrical,Wires & Cables,Not Applicable,Low: <= 1966
Hager,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,Medium,8.8,Roll,Per_Area,0.06,Sockets,False,2676,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775
Venus Electric,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,Medium,8.8,Roll,Per_Area,0.06,Sockets,False,2658,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775
Hager,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,Medium,8.8,Roll,Per_Area,0.06,Sockets,False,2721,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775
Schneider Electric,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,2926,Electrical,Wires & Cables,Not Applicable,High: > 2775
